cluster	ORF	gene_name
chromatin organization	YOR304W	ISW2
chromatin organization	YPL001W	HAT1
chromatin organization	YPL047W	SGF11
chromatin organization	YPL055C	LGE1
chromatin organization	YPL116W	HOS3
chromatin organization	YPL127C	HHO1
chromatin organization	YPL138C	SPP1
chromatin organization	YPL139C	UME1
chromatin organization	YPL181W	CTI6
chromatin organization	YPL184C	MRN1
chromatin organization	YPL254W	HFI1
chromatin organization	YPR018W	RLF2
chromatin organization	YPR023C	EAF3
chromatin organization	YPR031W	NTO1
chromatin organization	YPR052C	NHP6A
chromatin organization	YPR068C	HOS1
histone modification	YAL013W	DEP1
histone modification	YAR003W	SWD1
histone modification	YBL052C	SAS3
histone modification	YBL088C	TEL1
histone modification	YBR009C	HHF1
histone modification	YBR103W	SIF2
histone modification	YBR175W	SWD3
histone modification	YCL010C	SGF29
histone modification	YCR033W	SNT1
histone modification	YCR082W	AHC2
histone modification	YDL074C	BRE1
histone modification	YDL091C	UBX3
histone modification	YDR096W	GIS1
histone modification	YDR155C	CPR1
histone modification	YDR176W	NGG1
histone modification	YDR191W	HST4
histone modification	YDR266C	HEL2
histone modification	YDR363W-A	SEM1
histone modification	YDR392W	SPT3
histone modification	YDR440W	DOT1
histone modification	YDR448W	ADA2
histone modification	YDR469W	SDC1
histone modification	YEL056W	HAT2
histone modification	YER051W	JHD1
histone modification	YER164W	CHD1
histone modification	YER174C	GRX4
histone modification	YGL058W	RAD6
histone modification	YGL066W	SGF73
histone modification	YGL131C	SNT2
histone modification	YGL194C	HOS2
histone modification	YGL244W	RTF1
histone modification	YGR252W	GCN5
histone modification	YHR207C	SET5
histone modification	YIL084C	SDS3
histone modification	YIL112W	HOS4
histone modification	YJL115W	ASF1
histone modification	YJL168C	SET2
histone modification	YJR082C	EAF6
histone modification	YJR119C	JHD2
histone modification	YJR140C	HIR3
histone modification	YKR029C	SET3
histone modification	YLL002W	RTT109
histone modification	YLR015W	BRE2
histone modification	YLR055C	SPT8
histone modification	YLR418C	CDC73
histone modification	YMR075W	RCO1
histone modification	YMR127C	SAS2
histone modification	YMR223W	UBP8
histone modification	YNL021W	HDA1
histone modification	YNL030W	HHF2
histone modification	YNL136W	EAF7
histone modification	YNL246W	VPS75
histone modification	YNL330C	RPD3
histone modification	YOL004W	SIN3
histone modification	YOL068C	HST1
histone modification	YOR023C	AHC1
histone modification	YOR025W	HST3
histone modification	YOR064C	YNG1
histone modification	YOR123C	LEO1
histone modification	YPL001W	HAT1
histone modification	YPL047W	SGF11
histone modification	YPL055C	LGE1
histone modification	YPL116W	HOS3
histone modification	YPL138C	SPP1
histone modification	YPL254W	HFI1
histone modification	YPR023C	EAF3
histone modification	YPR031W	NTO1
histone modification	YPR068C	HOS1
response to heat	YAL013W	DEP1
response to heat	YAR002W	NUP60
response to heat	YBR082C	UBC4
response to heat	YBR126C	TPS1
response to heat	YCL032W	STE50
response to heat	YDL088C	ASM4
response to heat	YDL100C	GET3
response to heat	YDR059C	UBC5
response to heat	YDR074W	TPS2
response to heat	YDR162C	NBP2
response to heat	YDR192C	NUP42
response to heat	YER111C	SWI4
response to heat	YFL033C	RIM15
response to heat	YGR086C	PIL1
response to heat	YHL028W	WSC4
response to heat	YIL084C	SDS3
response to heat	YJL128C	PBS2
response to heat	YJL140W	RPB4
response to heat	YJR032W	CPR7
response to heat	YJR066W	TOR1
response to heat	YKL068W	NUP100
response to heat	YKR082W	NUP133
response to heat	YLR113W	HOG1
response to heat	YLR182W	SWI6
response to heat	YML007W	YAP1
response to heat	YML103C	NUP188
response to heat	YMR186W	HSC82
response to heat	YMR263W	SAP30
response to heat	YNL097C	PHO23
response to heat	YNL307C	MCK1
response to heat	YOL004W	SIN3
response to heat	YOL116W	MSN1
response to heat	YOR008C	SLG1
response to heat	YOR043W	WHI2
response to heat	YOR178C	GAC1
DNA repair	YAL019W	FUN30
DNA repair	YAL027W	SAW1
DNA repair	YAR002W	NUP60
DNA repair	YBL088C	TEL1
DNA repair	YBR010W	HHT1
DNA repair	YBR073W	RDH54
DNA repair	YBR098W	MMS4
DNA repair	YBR114W	RAD16
DNA repair	YBR223C	TDP1
DNA repair	YBR272C	HSM3
DNA repair	YBR275C	RIF1
DNA repair	YBR278W	DPB3
DNA repair	YBR289W	SNF5
DNA repair	YCL061C	MRC1
DNA repair	YCR014C	POL4
DNA repair	YCR066W	RAD18
DNA repair	YDL002C	NHP10
DNA repair	YDL020C	RPN4
DNA repair	YDL059C	RAD59
DNA repair	YDL074C	BRE1
DNA repair	YDR004W	RAD57
DNA repair	YDR075W	PPH3
DNA repair	YDR076W	RAD55
DNA repair	YDR092W	UBC13
DNA repair	YDR097C	MSH6
DNA repair	YDR121W	DPB4
DNA repair	YDR159W	SAC3
DNA repair	YDR217C	RAD9
DNA repair	YDR225W	HTA1
DNA repair	YDR359C	EAF1
DNA repair	YDR363W	ESC2
DNA repair	YDR369C	XRS2
DNA repair	YDR386W	MUS81
DNA repair	YDR440W	DOT1
DNA repair	YER162C	RAD4
DNA repair	YER173W	RAD24
DNA repair	YGL058W	RAD6
DNA repair	YGL087C	MMS2
DNA repair	YGL090W	LIF1
DNA repair	YGL127C	SOH1
DNA repair	YGL163C	RAD54
DNA repair	YGL175C	SAE2
DNA repair	YGL244W	RTF1
DNA repair	YGR056W	RSC1
DNA repair	YHL025W	SNF6
DNA repair	YHR134W	WSS1
DNA repair	YHR154W	RTT107
DNA repair	YIL139C	REV7
DNA repair	YIL153W	RRD1
DNA repair	YIR002C	MPH1
DNA repair	YJL092W	SRS2
DNA repair	YJR035W	RAD26
DNA repair	YJR043C	POL32
DNA repair	YJR052W	RAD7
DNA repair	YJR082C	EAF6
DNA repair	YKL025C	PAN3
DNA repair	YKL032C	IXR1
DNA repair	YKL113C	RAD27
DNA repair	YKL213C	DOA1
DNA repair	YKR082W	NUP133
DNA repair	YLL002W	RTT109
DNA repair	YLR032W	RAD5
DNA repair	YLR135W	SLX4
DNA repair	YLR418C	CDC73
DNA repair	YML032C	RAD52
DNA repair	YML095C	RAD10
DNA repair	YMR039C	SUB1
DNA repair	YMR048W	CSM3
DNA repair	YMR078C	CTF18
DNA repair	YMR106C	YKU80
DNA repair	YMR190C	SGS1
DNA repair	YMR201C	RAD14
DNA repair	YMR224C	MRE11
DNA repair	YMR284W	YKU70
DNA repair	YNL031C	HHT2
DNA repair	YNL082W	PMS1
DNA repair	YNL107W	YAF9
DNA repair	YNL136W	EAF7
DNA repair	YNL201C	PSY2
DNA repair	YNL218W	MGS1
DNA repair	YNL246W	VPS75
DNA repair	YNL273W	TOF1
DNA repair	YNL307C	MCK1
DNA repair	YOL004W	SIN3
DNA repair	YOL090W	MSH2
DNA repair	YOL115W	PAP2
DNA repair	YOR033C	EXO1
DNA repair	YOR123C	LEO1
DNA repair	YOR144C	ELG1
DNA repair	YOR191W	ULS1
DNA repair	YOR346W	REV1
DNA repair	YOR368W	RAD17
DNA repair	YPL008W	CHL1
DNA repair	YPL022W	RAD1
DNA repair	YPL046C	ELC1
DNA repair	YPL167C	REV3
DNA repair	YPL194W	DDC1
DNA repair	YPR023C	EAF3
DNA repair	YPR052C	NHP6A
DNA repair	YPR135W	CTF4
DNA repair	YPR164W	MMS1
cellular response to DNA damage stimulus	YAL019W	FUN30
cellular response to DNA damage stimulus	YAL027W	SAW1
cellular response to DNA damage stimulus	YAR002W	NUP60
cellular response to DNA damage stimulus	YBL046W	PSY4
cellular response to DNA damage stimulus	YBL051C	PIN4
cellular response to DNA damage stimulus	YBL088C	TEL1
cellular response to DNA damage stimulus	YBR010W	HHT1
cellular response to DNA damage stimulus	YBR073W	RDH54
cellular response to DNA damage stimulus	YBR098W	MMS4
cellular response to DNA damage stimulus	YBR114W	RAD16
cellular response to DNA damage stimulus	YBR223C	TDP1
cellular response to DNA damage stimulus	YBR272C	HSM3
cellular response to DNA damage stimulus	YBR274W	CHK1
cellular response to DNA damage stimulus	YBR275C	RIF1
cellular response to DNA damage stimulus	YBR278W	DPB3
cellular response to DNA damage stimulus	YBR289W	SNF5
cellular response to DNA damage stimulus	YCL016C	DCC1
cellular response to DNA damage stimulus	YCL061C	MRC1
cellular response to DNA damage stimulus	YCR014C	POL4
cellular response to DNA damage stimulus	YCR066W	RAD18
cellular response to DNA damage stimulus	YDL002C	NHP10
cellular response to DNA damage stimulus	YDL013W	SLX5
cellular response to DNA damage stimulus	YDL020C	RPN4
cellular response to DNA damage stimulus	YDL059C	RAD59
cellular response to DNA damage stimulus	YDL074C	BRE1
cellular response to DNA damage stimulus	YDR004W	RAD57
cellular response to DNA damage stimulus	YDR075W	PPH3
cellular response to DNA damage stimulus	YDR076W	RAD55
cellular response to DNA damage stimulus	YDR092W	UBC13
cellular response to DNA damage stimulus	YDR097C	MSH6
cellular response to DNA damage stimulus	YDR099W	BMH2
cellular response to DNA damage stimulus	YDR121W	DPB4
cellular response to DNA damage stimulus	YDR159W	SAC3
cellular response to DNA damage stimulus	YDR217C	RAD9
cellular response to DNA damage stimulus	YDR225W	HTA1
cellular response to DNA damage stimulus	YDR289C	RTT103
cellular response to DNA damage stimulus	YDR359C	EAF1
cellular response to DNA damage stimulus	YDR363W	ESC2
cellular response to DNA damage stimulus	YDR369C	XRS2
cellular response to DNA damage stimulus	YDR386W	MUS81
cellular response to DNA damage stimulus	YDR440W	DOT1
cellular response to DNA damage stimulus	YER089C	PTC2
cellular response to DNA damage stimulus	YER116C	SLX8
cellular response to DNA damage stimulus	YER162C	RAD4
cellular response to DNA damage stimulus	YER173W	RAD24
cellular response to DNA damage stimulus	YER177W	BMH1
cellular response to DNA damage stimulus	YGL019W	CKB1
cellular response to DNA damage stimulus	YGL058W	RAD6
cellular response to DNA damage stimulus	YGL087C	MMS2
cellular response to DNA damage stimulus	YGL090W	LIF1
cellular response to DNA damage stimulus	YGL127C	SOH1
cellular response to DNA damage stimulus	YGL163C	RAD54
cellular response to DNA damage stimulus	YGL175C	SAE2
cellular response to DNA damage stimulus	YGL244W	RTF1
cellular response to DNA damage stimulus	YGR056W	RSC1
cellular response to DNA damage stimulus	YHL025W	SNF6
cellular response to DNA damage stimulus	YHR134W	WSS1
cellular response to DNA damage stimulus	YHR154W	RTT107
cellular response to DNA damage stimulus	YIL035C	CKA1
cellular response to DNA damage stimulus	YIL139C	REV7
cellular response to DNA damage stimulus	YIL153W	RRD1
cellular response to DNA damage stimulus	YIR002C	MPH1
cellular response to DNA damage stimulus	YJL092W	SRS2
cellular response to DNA damage stimulus	YJR035W	RAD26
cellular response to DNA damage stimulus	YJR043C	POL32
cellular response to DNA damage stimulus	YJR052W	RAD7
cellular response to DNA damage stimulus	YJR066W	TOR1
cellular response to DNA damage stimulus	YJR082C	EAF6
cellular response to DNA damage stimulus	YJR090C	GRR1
cellular response to DNA damage stimulus	YKL025C	PAN3
cellular response to DNA damage stimulus	YKL032C	IXR1
cellular response to DNA damage stimulus	YKL113C	RAD27
cellular response to DNA damage stimulus	YKL213C	DOA1
cellular response to DNA damage stimulus	YKR082W	NUP133
cellular response to DNA damage stimulus	YLL002W	RTT109
cellular response to DNA damage stimulus	YLR032W	RAD5
cellular response to DNA damage stimulus	YLR135W	SLX4
cellular response to DNA damage stimulus	YLR418C	CDC73
cellular response to DNA damage stimulus	YML028W	TSA1
cellular response to DNA damage stimulus	YML032C	RAD52
cellular response to DNA damage stimulus	YML095C	RAD10
cellular response to DNA damage stimulus	YMR039C	SUB1
cellular response to DNA damage stimulus	YMR048W	CSM3
cellular response to DNA damage stimulus	YMR078C	CTF18
cellular response to DNA damage stimulus	YMR106C	YKU80
cellular response to DNA damage stimulus	YMR190C	SGS1
cellular response to DNA damage stimulus	YMR201C	RAD14
cellular response to DNA damage stimulus	YMR224C	MRE11
cellular response to DNA damage stimulus	YMR284W	YKU70
cellular response to DNA damage stimulus	YNL031C	HHT2
cellular response to DNA damage stimulus	YNL082W	PMS1
cellular response to DNA damage stimulus	YNL107W	YAF9
cellular response to DNA damage stimulus	YNL136W	EAF7
cellular response to DNA damage stimulus	YNL201C	PSY2
cellular response to DNA damage stimulus	YNL218W	MGS1
cellular response to DNA damage stimulus	YNL246W	VPS75
cellular response to DNA damage stimulus	YNL273W	TOF1
cellular response to DNA damage stimulus	YNL307C	MCK1
cellular response to DNA damage stimulus	YOL004W	SIN3
cellular response to DNA damage stimulus	YOL090W	MSH2
cellular response to DNA damage stimulus	YOL115W	PAP2
cellular response to DNA damage stimulus	YOR033C	EXO1
cellular response to DNA damage stimulus	YOR039W	CKB2
cellular response to DNA damage stimulus	YOR061W	CKA2
cellular response to DNA damage stimulus	YOR123C	LEO1
cellular response to DNA damage stimulus	YOR144C	ELG1
cellular response to DNA damage stimulus	YOR189W	IES4
cellular response to DNA damage stimulus	YOR191W	ULS1
cellular response to DNA damage stimulus	YOR346W	REV1
cellular response to DNA damage stimulus	YOR368W	RAD17
cellular response to DNA damage stimulus	YPL008W	CHL1
cellular response to DNA damage stimulus	YPL022W	RAD1
cellular response to DNA damage stimulus	YPL024W	RMI1
cellular response to DNA damage stimulus	YPL046C	ELC1
cellular response to DNA damage stimulus	YPL167C	REV3
cellular response to DNA damage stimulus	YPL194W	DDC1
cellular response to DNA damage stimulus	YPR023C	EAF3
cellular response to DNA damage stimulus	YPR052C	NHP6A
cellular response to DNA damage stimulus	YPR135W	CTF4
cellular response to DNA damage stimulus	YPR164W	MMS1
mitotic cell cycle	YAL021C	CCR4
mitotic cell cycle	YAL024C	LTE1
mitotic cell cycle	YAL040C	CLN3
mitotic cell cycle	YBL051C	PIN4
mitotic cell cycle	YBR107C	IML3
mitotic cell cycle	YBR215W	HPC2
mitotic cell cycle	YCL014W	BUD3
mitotic cell cycle	YCL016C	DCC1
mitotic cell cycle	YCL029C	BIK1
mitotic cell cycle	YCL061C	MRC1
mitotic cell cycle	YCR008W	SAT4
mitotic cell cycle	YCR063W	BUD31
mitotic cell cycle	YDL056W	MBP1
mitotic cell cycle	YDL074C	BRE1
mitotic cell cycle	YDL089W	NUR1
mitotic cell cycle	YDL117W	CYK3
mitotic cell cycle	YDL134C	PPH21
mitotic cell cycle	YDL155W	CLB3
mitotic cell cycle	YDL188C	PPH22
mitotic cell cycle	YDR014W	RAD61
mitotic cell cycle	YDR099W	BMH2
mitotic cell cycle	YDR146C	SWI5
mitotic cell cycle	YDR159W	SAC3
mitotic cell cycle	YDR217C	RAD9
mitotic cell cycle	YDR245W	MNN10
mitotic cell cycle	YDR254W	CHL4
mitotic cell cycle	YDR260C	SWM1
mitotic cell cycle	YDR318W	MCM21
mitotic cell cycle	YDR363W	ESC2
mitotic cell cycle	YDR420W	HKR1
mitotic cell cycle	YDR424C	DYN2
mitotic cell cycle	YDR440W	DOT1
mitotic cell cycle	YDR451C	YHP1
mitotic cell cycle	YDR488C	PAC11
mitotic cell cycle	YEL061C	CIN8
mitotic cell cycle	YER016W	BIM1
mitotic cell cycle	YER111C	SWI4
mitotic cell cycle	YER149C	PEA2
mitotic cell cycle	YER167W	BCK2
mitotic cell cycle	YER177W	BMH1
mitotic cell cycle	YFR040W	SAP155
mitotic cell cycle	YGL003C	CDH1
mitotic cell cycle	YGL054C	ERV14
mitotic cell cycle	YGL058W	RAD6
mitotic cell cycle	YGL060W	YBP2
mitotic cell cycle	YGL086W	MAD1
mitotic cell cycle	YGL173C	XRN1
mitotic cell cycle	YGL174W	BUD13
mitotic cell cycle	YGL216W	KIP3
mitotic cell cycle	YGR058W	PEF1
mitotic cell cycle	YGR108W	CLB1
mitotic cell cycle	YGR109C	CLB6
mitotic cell cycle	YGR188C	BUB1
mitotic cell cycle	YGR229C	SMI1
mitotic cell cycle	YHL027W	RIM101
mitotic cell cycle	YHR030C	SLT2
mitotic cell cycle	YHR115C	DMA1
mitotic cell cycle	YHR129C	ARP1
mitotic cell cycle	YHR158C	KEL1
mitotic cell cycle	YIL131C	FKH1
mitotic cell cycle	YIL153W	RRD1
mitotic cell cycle	YJL013C	MAD3
mitotic cell cycle	YJL030W	MAD2
mitotic cell cycle	YJL047C	RTT101
mitotic cell cycle	YJL098W	SAP185
mitotic cell cycle	YJL157C	FAR1
mitotic cell cycle	YJL187C	SWE1
mitotic cell cycle	YJR053W	BFA1
mitotic cell cycle	YJR059W	PTK2
mitotic cell cycle	YJR090C	GRR1
mitotic cell cycle	YJR135C	MCM22
mitotic cell cycle	YJR140C	HIR3
mitotic cell cycle	YKL048C	ELM1
mitotic cell cycle	YKL092C	BUD2
mitotic cell cycle	YKL101W	HSL1
mitotic cell cycle	YKL185W	ASH1
mitotic cell cycle	YKR028W	SAP190
mitotic cell cycle	YKR054C	DYN1
mitotic cell cycle	YKR072C	SIS2
mitotic cell cycle	YKR077W	MSA2
mitotic cell cycle	YLL021W	SPA2
mitotic cell cycle	YLL049W	LDB18
mitotic cell cycle	YLR079W	SIC1
mitotic cell cycle	YLR131C	ACE2
mitotic cell cycle	YLR182W	SWI6
mitotic cell cycle	YML034W	SRC1
mitotic cell cycle	YML124C	TUB3
mitotic cell cycle	YMR036C	MIH1
mitotic cell cycle	YMR048W	CSM3
mitotic cell cycle	YMR055C	BUB2
mitotic cell cycle	YMR078C	CTF18
mitotic cell cycle	YMR109W	MYO5
mitotic cell cycle	YMR153W	NUP53
mitotic cell cycle	YMR190C	SGS1
mitotic cell cycle	YMR198W	CIK1
mitotic cell cycle	YMR273C	ZDS1
mitotic cell cycle	YMR294W	JNM1
mitotic cell cycle	YNL031C	HHT2
mitotic cell cycle	YNL068C	FKH2
mitotic cell cycle	YNL116W	DMA2
mitotic cell cycle	YNL233W	BNI4
mitotic cell cycle	YNL271C	BNI1
mitotic cell cycle	YNL273W	TOF1
mitotic cell cycle	YNL298W	CLA4
mitotic cell cycle	YNL307C	MCK1
mitotic cell cycle	YNL309W	STB1
mitotic cell cycle	YNL330C	RPD3
mitotic cell cycle	YOL004W	SIN3
mitotic cell cycle	YOL006C	TOP1
mitotic cell cycle	YOR014W	RTS1
mitotic cell cycle	YOR026W	BUB3
mitotic cell cycle	YOR058C	ASE1
mitotic cell cycle	YOR083W	WHI5
mitotic cell cycle	YOR144C	ELG1
mitotic cell cycle	YOR178C	GAC1
mitotic cell cycle	YOR195W	SLK19
mitotic cell cycle	YOR233W	KIN4
mitotic cell cycle	YPL008W	CHL1
mitotic cell cycle	YPL017C	IRC15
mitotic cell cycle	YPL018W	CTF19
mitotic cell cycle	YPL024W	RMI1
mitotic cell cycle	YPL116W	HOS3
mitotic cell cycle	YPL152W	RRD2
mitotic cell cycle	YPL158C	AIM44
mitotic cell cycle	YPL174C	NIP100
mitotic cell cycle	YPL194W	DDC1
mitotic cell cycle	YPL253C	VIK1
mitotic cell cycle	YPL269W	KAR9
mitotic cell cycle	YPR046W	MCM16
mitotic cell cycle	YPR075C	OPY2
mitotic cell cycle	YPR119W	CLB2
mitotic cell cycle	YPR120C	CLB5
mitotic cell cycle	YPR135W	CTF4
mitotic cell cycle	YPR141C	KAR3
organelle fission	YAL024C	LTE1
organelle fission	YBR057C	MUM2
organelle fission	YBR073W	RDH54
organelle fission	YBR098W	MMS4
organelle fission	YBR103W	SIF2
organelle fission	YBR107C	IML3
organelle fission	YBR175W	SWD3
organelle fission	YBR186W	PCH2
organelle fission	YCL016C	DCC1
organelle fission	YCL029C	BIK1
organelle fission	YCL061C	MRC1
organelle fission	YCR086W	CSM1
organelle fission	YDL074C	BRE1
organelle fission	YDL089W	NUR1
organelle fission	YDL134C	PPH21
organelle fission	YDL155W	CLB3
organelle fission	YDL188C	PPH22
organelle fission	YDL194W	SNF3
organelle fission	YDR004W	RAD57
organelle fission	YDR014W	RAD61
organelle fission	YDR075W	PPH3
organelle fission	YDR076W	RAD55
organelle fission	YDR097C	MSH6
organelle fission	YDR108W	TRS85
organelle fission	YDR146C	SWI5
organelle fission	YDR150W	NUM1
organelle fission	YDR155C	CPR1
organelle fission	YDR159W	SAC3
organelle fission	YDR207C	UME6
organelle fission	YDR254W	CHL4
organelle fission	YDR260C	SWM1
organelle fission	YDR318W	MCM21
organelle fission	YDR363W	ESC2
organelle fission	YDR369C	XRS2
organelle fission	YDR386W	MUS81
organelle fission	YDR439W	LRS4
organelle fission	YDR440W	DOT1
organelle fission	YEL061C	CIN8
organelle fission	YER016W	BIM1
organelle fission	YER095W	RAD51
organelle fission	YER173W	RAD24
organelle fission	YER177W	BMH1
organelle fission	YFL003C	MSH4
organelle fission	YFL033C	RIM15
organelle fission	YGL003C	CDH1
organelle fission	YGL058W	RAD6
organelle fission	YGL060W	YBP2
organelle fission	YGL086W	MAD1
organelle fission	YGL127C	SOH1
organelle fission	YGL175C	SAE2
organelle fission	YGL194C	HOS2
organelle fission	YGL213C	SKI8
organelle fission	YGL216W	KIP3
organelle fission	YGR092W	DBF2
organelle fission	YGR108W	CLB1
organelle fission	YGR188C	BUB1
organelle fission	YHL023C	NPR3
organelle fission	YHL027W	RIM101
organelle fission	YHR039C	MSC7
organelle fission	YHR115C	DMA1
organelle fission	YHR129C	ARP1
organelle fission	YHR157W	REC104
organelle fission	YHR158C	KEL1
organelle fission	YIL112W	HOS4
organelle fission	YIL153W	RRD1
organelle fission	YJL013C	MAD3
organelle fission	YJL030W	MAD2
organelle fission	YJL047C	RTT101
organelle fission	YJL168C	SET2
organelle fission	YJL187C	SWE1
organelle fission	YJR053W	BFA1
organelle fission	YJR066W	TOR1
organelle fission	YJR094C	IME1
organelle fission	YJR135C	MCM22
organelle fission	YKL092C	BUD2
organelle fission	YKR001C	VPS1
organelle fission	YKR029C	SET3
organelle fission	YKR054C	DYN1
organelle fission	YLL001W	DNM1
organelle fission	YLR135W	SLX4
organelle fission	YLR182W	SWI6
organelle fission	YML032C	RAD52
organelle fission	YML034W	SRC1
organelle fission	YML095C	RAD10
organelle fission	YML124C	TUB3
organelle fission	YML128C	MSC1
organelle fission	YMR048W	CSM3
organelle fission	YMR055C	BUB2
organelle fission	YMR078C	CTF18
organelle fission	YMR133W	REC114
organelle fission	YMR153W	NUP53
organelle fission	YMR190C	SGS1
organelle fission	YMR198W	CIK1
organelle fission	YMR224C	MRE11
organelle fission	YNL031C	HHT2
organelle fission	YNL082W	PMS1
organelle fission	YNL116W	DMA2
organelle fission	YNL201C	PSY2
organelle fission	YNL273W	TOF1
organelle fission	YNL298W	CLA4
organelle fission	YNL307C	MCK1
organelle fission	YNL330C	RPD3
organelle fission	YOL006C	TOP1
organelle fission	YOL090W	MSH2
organelle fission	YOL115W	PAP2
organelle fission	YOR014W	RTS1
organelle fission	YOR026W	BUB3
organelle fission	YOR058C	ASE1
organelle fission	YOR144C	ELG1
organelle fission	YOR178C	GAC1
organelle fission	YOR195W	SLK19
organelle fission	YOR233W	KIN4
organelle fission	YOR368W	RAD17
organelle fission	YPL008W	CHL1
organelle fission	YPL017C	IRC15
organelle fission	YPL018W	CTF19
organelle fission	YPL022W	RAD1
organelle fission	YPL024W	RMI1
organelle fission	YPL138C	SPP1
organelle fission	YPL139C	UME1
organelle fission	YPL152W	RRD2
organelle fission	YPL157W	TGS1
organelle fission	YPL194W	DDC1
organelle fission	YPL253C	VIK1
organelle fission	YPL269W	KAR9
organelle fission	YPR046W	MCM16
organelle fission	YPR119W	CLB2
organelle fission	YPR120C	CLB5
organelle fission	YPR135W	CTF4
organelle fission	YPR141C	KAR3
chromatin binding	YAL019W	FUN30
chromatin binding	YBL008W	HIR1
chromatin binding	YBL079W	NUP170
chromatin binding	YBR215W	HPC2
chromatin binding	YBR245C	ISW1
chromatin binding	YCR077C	PAT1
chromatin binding	YDR121W	DPB4
chromatin binding	YDR440W	DOT1
chromatin binding	YDR448W	ADA2
chromatin binding	YER164W	CHD1
chromatin binding	YFR013W	IOC3
chromatin binding	YGL090W	LIF1
chromatin binding	YGL173C	XRN1
chromatin binding	YGR270W	YTA7
chromatin binding	YIL076W	SEC28
chromatin binding	YIL131C	FKH1
chromatin binding	YJL124C	LSM1
chromatin binding	YJR140C	HIR3
chromatin binding	YKL005C	BYE1
chromatin binding	YKL110C	KTI12
chromatin binding	YKR101W	SIR1
chromatin binding	YLR085C	ARP6
chromatin binding	YLR095C	IOC2
chromatin binding	YLR113W	HOG1
chromatin binding	YLR418C	CDC73
chromatin binding	YML041C	VPS71
chromatin binding	YMR039C	SUB1
chromatin binding	YNL021W	HDA1
chromatin binding	YNL068C	FKH2
chromatin binding	YOL012C	HTZ1
chromatin binding	YOR038C	HIR2
chromatin binding	YOR144C	ELG1
chromatin binding	YOR304W	ISW2
chromatin binding	YPL001W	HAT1
chromatin binding	YPL138C	SPP1
chromatin binding	YPR052C	NHP6A
chromatin binding	YPR135W	CTF4
DNA-templated transcription, elongation	YAL021C	CCR4
DNA-templated transcription, elongation	YBL008W	HIR1
DNA-templated transcription, elongation	YBR034C	HMT1
DNA-templated transcription, elongation	YBR215W	HPC2
DNA-templated transcription, elongation	YBR245C	ISW1
DNA-templated transcription, elongation	YER051W	JHD1
DNA-templated transcription, elongation	YER068W	MOT2
DNA-templated transcription, elongation	YER161C	SPT2
DNA-templated transcription, elongation	YER164W	CHD1
DNA-templated transcription, elongation	YGL043W	DST1
DNA-templated transcription, elongation	YGL173C	XRN1
DNA-templated transcription, elongation	YGL244W	RTF1
DNA-templated transcription, elongation	YGR056W	RSC1
DNA-templated transcription, elongation	YGR134W	CAF130
DNA-templated transcription, elongation	YGR252W	GCN5
DNA-templated transcription, elongation	YGR275W	RTT102
DNA-templated transcription, elongation	YHR167W	THP2
DNA-templated transcription, elongation	YIL038C	NOT3
DNA-templated transcription, elongation	YIL131C	FKH1
DNA-templated transcription, elongation	YJL115W	ASF1
DNA-templated transcription, elongation	YJL148W	RPA34
DNA-templated transcription, elongation	YJL168C	SET2
DNA-templated transcription, elongation	YJR140C	HIR3
DNA-templated transcription, elongation	YKL139W	CTK1
DNA-templated transcription, elongation	YKL160W	ELF1
DNA-templated transcription, elongation	YKR048C	NAP1
DNA-templated transcription, elongation	YLR418C	CDC73
DNA-templated transcription, elongation	YML062C	MFT1
DNA-templated transcription, elongation	YML094W	GIM5
DNA-templated transcription, elongation	YML112W	CTK3
DNA-templated transcription, elongation	YMR039C	SUB1
DNA-templated transcription, elongation	YMR075W	RCO1
DNA-templated transcription, elongation	YNL068C	FKH2
DNA-templated transcription, elongation	YNL153C	GIM3
DNA-templated transcription, elongation	YNL206C	RTT106
DNA-templated transcription, elongation	YNL288W	CAF40
DNA-templated transcription, elongation	YNL330C	RPD3
DNA-templated transcription, elongation	YOL006C	TOP1
DNA-templated transcription, elongation	YOR038C	HIR2
DNA-templated transcription, elongation	YOR064C	YNG1
DNA-templated transcription, elongation	YOR123C	LEO1
DNA-templated transcription, elongation	YPR023C	EAF3
DNA-templated transcription, elongation	YPR052C	NHP6A
RNA catabolic process	YAL021C	CCR4
RNA catabolic process	YCL011C	GBP2
RNA catabolic process	YCR077C	PAT1
RNA catabolic process	YDL175C	AIR2
RNA catabolic process	YDR159W	SAC3
RNA catabolic process	YDR279W	RNH202
RNA catabolic process	YDR315C	IPK1
RNA catabolic process	YDR490C	PKH1
RNA catabolic process	YEL015W	EDC3
RNA catabolic process	YER068W	MOT2
RNA catabolic process	YGL014W	PUF4
RNA catabolic process	YGL173C	XRN1
RNA catabolic process	YGL213C	SKI8
RNA catabolic process	YGR072W	UPF3
RNA catabolic process	YGR122W	YGR122W
RNA catabolic process	YHR077C	NMD2
RNA catabolic process	YHR081W	LRP1
RNA catabolic process	YIL038C	NOT3
RNA catabolic process	YIL079C	AIR1
RNA catabolic process	YJL047C	RTT101
RNA catabolic process	YJL124C	LSM1
RNA catabolic process	YJL140W	RPB4
RNA catabolic process	YJL208C	NUC1
RNA catabolic process	YJR043C	POL32
RNA catabolic process	YJR119C	JHD2
