ORF	term
YML042W	mitochondrion
YML048W	mitochondrion
YML052W	mitochondrion
YML054C	mitochondrion
YML060W	mitochondrion
YML061C	mitochondrion
YML072C	mitochondrion
YML076C	mitochondrion
YML078W	mitochondrion
YML081C-A	mitochondrion
YML086C	mitochondrion
YML091C	mitochondrion
YML110C	mitochondrion
YML120C	mitochondrion
YML128C	mitochondrion
YML129C	mitochondrion
YML133C	mitochondrion
YMR002W	mitochondrion
YMR003W	mitochondrion
YMR019W	mitochondrion
YMR023C	mitochondrion
YMR024W	mitochondrion
YMR030W	mitochondrion
YMR031C	mitochondrion
YMR035W	mitochondrion
YMR038C	mitochondrion
YMR056C	mitochondrion
YMR060C	mitochondrion
YMR061W	mitochondrion
YMR062C	mitochondrion
YMR064W	mitochondrion
YMR065W	mitochondrion
YMR066W	mitochondrion
YMR072W	mitochondrion
YMR078C	mitochondrion
YMR083W	mitochondrion
YMR089C	mitochondrion
YMR097C	mitochondrion
YMR098C	mitochondrion
YMR108W	mitochondrion
YMR110C	mitochondrion
YMR115W	mitochondrion
YMR118C	mitochondrion
YMR128W	mitochondrion
YMR129W	mitochondrion
YMR145C	mitochondrion
YMR150C	mitochondrion
YMR152W	mitochondrion
YMR157C	mitochondrion
YMR158W	mitochondrion
YMR166C	mitochondrion
YMR167W	mitochondrion
YMR177W	mitochondrion
YMR186W	mitochondrion
YMR188C	mitochondrion
YMR189W	mitochondrion
YMR192W	mitochondrion
YMR193W	mitochondrion
YMR194C-B	mitochondrion
YMR203W	mitochondrion
YMR205C	mitochondrion
YMR207C	mitochondrion
YMR211W	mitochondrion
YMR212C	mitochondrion
YMR221C	mitochondrion
YMR224C	mitochondrion
YMR225C	mitochondrion
YMR228W	mitochondrion
YMR232W	mitochondrion
YMR241W	mitochondrion
YMR244C-A	mitochondrion
YMR252C	mitochondrion
YMR256C	mitochondrion
YMR257C	mitochondrion
YMR264W	mitochondrion
YMR267W	mitochondrion
YMR282C	mitochondrion
YMR286W	mitochondrion
YMR287C	mitochondrion
YMR293C	mitochondrion
YMR301C	mitochondrion
YMR302C	mitochondrion
YMR306W	mitochondrion
YMR307W	mitochondrion
YNL003C	mitochondrion
YNL005C	mitochondrion
YNL009W	mitochondrion
YNL026W	mitochondrion
YNL036W	mitochondrion
YNL037C	mitochondrion
YNL052W	mitochondrion
YNL055C	mitochondrion
YNL063W	mitochondrion
YNL066W	mitochondrion
YNL070W	mitochondrion
YNL071W	mitochondrion
YNL073W	mitochondrion
YNL077W	mitochondrion
YNL083W	mitochondrion
YNL088W	mitochondrion
YNL098C	mitochondrion
YNL100W	mitochondrion
YNL102W	mitochondrion
YNL104C	mitochondrion
YNL112W	mitochondrion
YNL121C	mitochondrion
YNL122C	mitochondrion
YNL125C	mitochondrion
YNL130C	mitochondrion
YNL131W	mitochondrion
YNL135C	mitochondrion
YNL137C	mitochondrion
YNL144C	mitochondrion
YNL168C	mitochondrion
YNL169C	mitochondrion
YNL177C	mitochondrion
YNL185C	mitochondrion
YNL195C	mitochondrion
YNL200C	mitochondrion
YNL208W	mitochondrion
YNL211C	mitochondrion
YNL213C	mitochondrion
YNL227C	mitochondrion
YNL239W	mitochondrion
YNL249C	mitochondrion
YNL250W	mitochondrion
YNL252C	mitochondrion
YNL256W	mitochondrion
YNL268W	mitochondrion
YNL274C	mitochondrion
YNL284C	mitochondrion
YNL292W	mitochondrion
YNL304W	mitochondrion
YNL305C	mitochondrion
YNL306W	mitochondrion
YNL310C	mitochondrion
YNL315C	mitochondrion
YNL318C	mitochondrion
YNL320W	mitochondrion
YNL328C	mitochondrion
YNR001C	mitochondrion
YNR002C	mitochondrion
YNR003C	mitochondrion
YNR016C	mitochondrion
YNR017W	mitochondrion
YNR018W	mitochondrion
YNR020C	mitochondrion
YNR022C	mitochondrion
YNR036C	mitochondrion
YNR037C	mitochondrion
YNR040W	mitochondrion
YNR041C	mitochondrion
YNR045W	mitochondrion
YNR055C	mitochondrion
YNR070W	mitochondrion
YNR074C	mitochondrion
YOL008W	mitochondrion
YOL009C	mitochondrion
YOL021C	mitochondrion
YOL023W	mitochondrion
YOL025W	mitochondrion
YOL026C	mitochondrion
YOL027C	mitochondrion
YOL033W	mitochondrion
YOL038W	mitochondrion
YOL042W	mitochondrion
YOL045W	mitochondrion
YOL053W	mitochondrion
YOL059W	mitochondrion
YOL071W	mitochondrion
YOL077W-A	mitochondrion
YOL081W	mitochondrion
YOL089C	mitochondrion
YOL095C	mitochondrion
YOL096C	mitochondrion
YOL109W	mitochondrion
YOL114C	mitochondrion
YOL129W	mitochondrion
YOL140W	mitochondrion
YOL141W	mitochondrion
YOL143C	mitochondrion
YOR004W	mitochondrion
YOR011W	mitochondrion
YOR017W	mitochondrion
YOR020C	mitochondrion
YOR020W-A	mitochondrion
YOR022C	mitochondrion
YOR037W	mitochondrion
YOR040W	mitochondrion
YOR045W	mitochondrion
YOR048C	mitochondrion
YOR065W	mitochondrion
YOR070C	mitochondrion
YOR086C	mitochondrion
YOR089C	mitochondrion
YOR090C	mitochondrion
YOR100C	mitochondrion
YOR108W	mitochondrion
YOR125C	mitochondrion
YOR130C	mitochondrion
YOR136W	mitochondrion
YOR142W	mitochondrion
YOR144C	mitochondrion
YOR147W	mitochondrion
YOR150W	mitochondrion
YOR151C	mitochondrion
YOR153W	mitochondrion
YOR158W	mitochondrion
YOR168W	mitochondrion
YOR176W	mitochondrion
YOR187W	mitochondrion
YOR188W	mitochondrion
YOR191W	mitochondrion
YOR196C	mitochondrion
YOR201C	mitochondrion
YOR205C	mitochondrion
YOR206W	mitochondrion
YOR211C	mitochondrion
YOR215C	mitochondrion
YOR221C	mitochondrion
YOR222W	mitochondrion
YOR226C	mitochondrion
YOR227W	mitochondrion
YOR228C	mitochondrion
YOR232W	mitochondrion
YOR236W	mitochondrion
YOR241W	mitochondrion
YOR246C	mitochondrion
YOR251C	mitochondrion
YOR254C	mitochondrion
YOR266W	mitochondrion
YOR271C	mitochondrion
YOR274W	mitochondrion
YOR285W	mitochondrion
YOR286W	mitochondrion
YOR297C	mitochondrion
YOR298C-A	mitochondrion
YOR305W	mitochondrion
YOR316C	mitochondrion
YOR317W	mitochondrion
YOR330C	mitochondrion
YOR334W	mitochondrion
YOR335C	mitochondrion
YOR346W	mitochondrion
YOR347C	mitochondrion
YOR350C	mitochondrion
YOR354C	mitochondrion
YOR355W	mitochondrion
YOR356W	mitochondrion
YOR374W	mitochondrion
YOR384W	mitochondrion
YOR386W	mitochondrion
YPL004C	mitochondrion
YPL005W	mitochondrion
YPL013C	mitochondrion
YPL029W	mitochondrion
YPL033C	mitochondrion
YPL036W	mitochondrion
YPL040C	mitochondrion
YPL041C	mitochondrion
YPL059W	mitochondrion
YPL060W	mitochondrion
YPL061W	mitochondrion
YPL063W	mitochondrion
YPL069C	mitochondrion
YPL072W	mitochondrion
YPL078C	mitochondrion
YPL082C	mitochondrion
YPL083C	mitochondrion
YPL091W	mitochondrion
YPL096W	mitochondrion
YPL097W	mitochondrion
YPL098C	mitochondrion
YPL099C	mitochondrion
YPL103C	mitochondrion
YPL104W	mitochondrion
YPL105C	mitochondrion
YPL107W	mitochondrion
YPL109C	mitochondrion
YPL118W	mitochondrion
YPL132W	mitochondrion
YPL134C	mitochondrion
YPL135W	mitochondrion
YPL137C	mitochondrion
YPL148C	mitochondrion
YPL154C	mitochondrion
YPL155C	mitochondrion
YPL159C	mitochondrion
YPL167C	mitochondrion
YPL168W	mitochondrion
YPL172C	mitochondrion
YPL173W	mitochondrion
YPL183W-A	mitochondrion
YPL186C	mitochondrion
YPL188W	mitochondrion
YPL189C-A	mitochondrion
YPL196W	mitochondrion
YPL202C	mitochondrion
YPL206C	mitochondrion
YPL215W	mitochondrion
YPL217C	mitochondrion
YPL222W	mitochondrion
YPL224C	mitochondrion
YPL226W	mitochondrion
YPL231W	mitochondrion
YPL252C	mitochondrion
YPL262W	mitochondrion
YPL270W	mitochondrion
YPL271W	mitochondrion
YPL283C	mitochondrion
YPR001W	mitochondrion
YPR002W	mitochondrion
YPR004C	mitochondrion
YPR006C	mitochondrion
YPR011C	mitochondrion
YPR020W	mitochondrion
YPR021C	mitochondrion
YPR024W	mitochondrion
YPR025C	mitochondrion
YPR033C	mitochondrion
YPR047W	mitochondrion
YPR048W	mitochondrion
YPR054W	mitochondrion
YPR058W	mitochondrion
YPR061C	mitochondrion
YPR067W	mitochondrion
YPR080W	mitochondrion
YPR083W	mitochondrion
YPR095C	mitochondrion
YPR097W	mitochondrion
YPR098C	mitochondrion
YPR100W	mitochondrion
YPR113W	mitochondrion
YPR116W	mitochondrion
YPR125W	mitochondrion
YPR133W-A	mitochondrion
YPR134W	mitochondrion
YPR140W	mitochondrion
YPR146C	mitochondrion
YPR149W	mitochondrion
YPR151C	mitochondrion
YPR155C	mitochondrion
YPR165W	mitochondrion
YPR166C	mitochondrion
YPR183W	mitochondrion
YPR184W	mitochondrion
YPR191W	mitochondrion
tA(UGC)Q	mitochondrion
tC(GCA)Q	mitochondrion
tD(GUC)Q	mitochondrion
tE(UUC)Q	mitochondrion
tF(GAA)Q	mitochondrion
tG(UCC)Q	mitochondrion
tH(GUG)Q	mitochondrion
tI(GAU)Q	mitochondrion
tK(CUU)C	mitochondrion
tK(CUU)D1	mitochondrion
tK(CUU)D2	mitochondrion
tK(CUU)E1	mitochondrion
tK(CUU)E2	mitochondrion
tK(CUU)F	mitochondrion
tK(CUU)G1	mitochondrion
tK(CUU)G2	mitochondrion
tK(CUU)G3	mitochondrion
tK(CUU)I	mitochondrion
tK(CUU)J	mitochondrion
tK(CUU)K	mitochondrion
tK(CUU)M	mitochondrion
tK(CUU)P	mitochondrion
tK(UUU)Q	mitochondrion
tL(UAA)Q	mitochondrion
tM(CAU)Q1	mitochondrion
tM(CAU)Q2	mitochondrion
tN(GUU)Q	mitochondrion
tP(UGG)Q	mitochondrion
tQ(CUG)M	mitochondrion
tQ(UUG)C	mitochondrion
tQ(UUG)D1	mitochondrion
tQ(UUG)D2	mitochondrion
tQ(UUG)D3	mitochondrion
tQ(UUG)E1	mitochondrion
tQ(UUG)H	mitochondrion
tQ(UUG)L	mitochondrion
tQ(UUG)Q	mitochondrion
tR(ACG)Q2	mitochondrion
tR(UCU)Q1	mitochondrion
tS(GCU)Q1	mitochondrion
tS(UGA)Q2	mitochondrion
tT(UAG)Q2	mitochondrion
tT(UGU)Q1	mitochondrion
tV(UAC)Q	mitochondrion
tW(UCA)Q	mitochondrion
tY(GUA)Q	mitochondrion
Q0020	ribosome
Q0140	ribosome
Q0158	ribosome
RDN18-1	ribosome
RDN18-2	ribosome
RDN25-1	ribosome
RDN25-2	ribosome
RDN5-1	ribosome
RDN5-2	ribosome
RDN5-3	ribosome
RDN5-4	ribosome
RDN5-5	ribosome
RDN5-6	ribosome
RDN58-1	ribosome
RDN58-2	ribosome
YAL035W	ribosome
YAL036C	ribosome
YBL027W	ribosome
YBL028C	ribosome
YBL038W	ribosome
YBL072C	ribosome
YBL087C	ribosome
YBL090W	ribosome
YBL092W	ribosome
YBR031W	ribosome
YBR048W	ribosome
YBR084C-A	ribosome
YBR101C	ribosome
YBR120C	ribosome
YBR122C	ribosome
YBR146W	ribosome
YBR160W	ribosome
YBR181C	ribosome
YBR189W	ribosome
YBR191W	ribosome
YBR251W	ribosome
YBR267W	ribosome
YBR268W	ribosome
YBR282W	ribosome
YCR003W	ribosome
YCR031C	ribosome
YCR046C	ribosome
YCR059C	ribosome
YCR071C	ribosome
YCR072C	ribosome
YCR077C	ribosome
YDL014W	ribosome
YDL040C	ribosome
YDL045W-A	ribosome
YDL061C	ribosome
YDL069C	ribosome
YDL075W	ribosome
YDL081C	ribosome
YDL082W	ribosome
YDL083C	ribosome
YDL110C	ribosome
YDL126C	ribosome
YDL130W	ribosome
YDL133C-A	ribosome
YDL136W	ribosome
YDL184C	ribosome
YDL191W	ribosome
YDL202W	ribosome
YDR012W	ribosome
YDR025W	ribosome
YDR026C	ribosome
YDR041W	ribosome
YDR064W	ribosome
YDR077W	ribosome
YDR091C	ribosome
YDR101C	ribosome
YDR115W	ribosome
YDR116C	ribosome
YDR117C	ribosome
YDR175C	ribosome
YDR186C	ribosome
YDR197W	ribosome
YDR237W	ribosome
YDR239C	ribosome
YDR266C	ribosome
YDR283C	ribosome
YDR296W	ribosome
YDR322W	ribosome
YDR333C	ribosome
YDR337W	ribosome
YDR347W	ribosome
YDR382W	ribosome
YDR385W	ribosome
YDR405W	ribosome
YDR418W	ribosome
YDR447C	ribosome
YDR450W	ribosome
YDR462W	ribosome
YDR471W	ribosome
YDR494W	ribosome
YDR496C	ribosome
YDR500C	ribosome
YEL034W	ribosome
YEL043W	ribosome
YEL047C	ribosome
YEL050C	ribosome
YEL054C	ribosome
YER007C-A	ribosome
YER036C	ribosome
YER050C	ribosome
YER074W	ribosome
YER102W	ribosome
YER117W	ribosome
YER131W	ribosome
YER154W	ribosome
YER165W	ribosome
YFL023W	ribosome
YFL034C-A	ribosome
YFR009W	ribosome
YFR031C-A	ribosome
YFR032C-A	ribosome
YFR044C	ribosome
YFR049W	ribosome
YGL030W	ribosome
YGL031C	ribosome
YGL064C	ribosome
YGL068W	ribosome
YGL076C	ribosome
YGL099W	ribosome
YGL103W	ribosome
YGL123W	ribosome
YGL129C	ribosome
YGL135W	ribosome
YGL147C	ribosome
YGL160W	ribosome
YGL189C	ribosome
YGL195W	ribosome
YGR027C	ribosome
YGR034W	ribosome
YGR054W	ribosome
YGR076C	ribosome
YGR084C	ribosome
YGR085C	ribosome
YGR118W	ribosome
YGR148C	ribosome
YGR165W	ribosome
YGR198W	ribosome
YGR214W	ribosome
YGR215W	ribosome
YGR220C	ribosome
YGR242W	ribosome
YGR271W	ribosome
YGR283C	ribosome
YGR285C	ribosome
YGR287C	ribosome
YHL001W	ribosome
YHL004W	ribosome
YHL013C	ribosome
YHL015W	ribosome
YHL033C	ribosome
YHL035C	ribosome
YHR010W	ribosome
YHR013C	ribosome
YHR020W	ribosome
YHR021C	ribosome
YHR075C	ribosome
YHR080C	ribosome
YHR113W	ribosome
YHR121W	ribosome
YHR141C	ribosome
YHR147C	ribosome
YHR170W	ribosome
YHR203C	ribosome
YIL016W	ribosome
YIL018W	ribosome
YIL052C	ribosome
YIL069C	ribosome
YIL093C	ribosome
YIL133C	ribosome
YIL137C	ribosome
YIL148W	ribosome
YIR003W	ribosome
YIR012W	ribosome
YJL028W	ribosome
YJL063C	ribosome
YJL096W	ribosome
YJL118W	ribosome
YJL122W	ribosome
YJL123C	ribosome
YJL136C	ribosome
YJL138C	ribosome
YJL177W	ribosome
YJL189W	ribosome
YJL190C	ribosome
YJL191W	ribosome
YJL207C	ribosome
YJL213W	ribosome
YJR007W	ribosome
YJR014W	ribosome
YJR047C	ribosome
YJR094W-A	ribosome
YJR101W	ribosome
YJR113C	ribosome
YJR123W	ribosome
YJR145C	ribosome
YKL003C	ribosome
YKL006W	ribosome
YKL056C	ribosome
YKL065C	ribosome
YKL081W	ribosome
YKL082C	ribosome
YKL138C	ribosome
YKL155C	ribosome
YKL156W	ribosome
YKL167C	ribosome
YKL170W	ribosome
YKL180W	ribosome
YKL222C	ribosome
YKR006C	ribosome
YKR057W	ribosome
YKR085C	ribosome
YKR094C	ribosome
YKR096W	ribosome
YLL023C	ribosome
YLL032C	ribosome
YLL045C	ribosome
YLR029C	ribosome
YLR048W	ribosome
YLR061W	ribosome
YLR075W	ribosome
YLR167W	ribosome
YLR185W	ribosome
YLR244C	ribosome
YLR249W	ribosome
YLR264W	ribosome
YLR287C-A	ribosome
YLR289W	ribosome
YLR312W-A	ribosome
YLR325C	ribosome
YLR327C	ribosome
YLR333C	ribosome
YLR340W	ribosome
YLR344W	ribosome
YLR367W	ribosome
YLR387C	ribosome
YLR388W	ribosome
YLR406C	ribosome
YLR439W	ribosome
YLR441C	ribosome
YLR448W	ribosome
YML009C	ribosome
YML024W	ribosome
YML025C	ribosome
YML026C	ribosome
YML063W	ribosome
YML073C	ribosome
YML107C	ribosome
YMR024W	ribosome
YMR040W	ribosome
YMR086W	ribosome
YMR114C	ribosome
YMR116C	ribosome
YMR121C	ribosome
YMR142C	ribosome
YMR143W	ribosome
YMR158W	ribosome
YMR188C	ribosome
YMR193W	ribosome
YMR194W	ribosome
YMR225C	ribosome
YMR226C	ribosome
YMR230W	ribosome
YMR237W	ribosome
YMR242C	ribosome
YMR247C	ribosome
YMR269W	ribosome
YMR286W	ribosome
YMR295C	ribosome
YNL005C	ribosome
YNL007C	ribosome
YNL014W	ribosome
YNL067W	ribosome
YNL069C	ribosome
YNL081C	ribosome
YNL096C	ribosome
YNL122C	ribosome
YNL137C	ribosome
YNL162W	ribosome
YNL177C	ribosome
YNL178W	ribosome
YNL185C	ribosome
YNL208W	ribosome
YNL227C	ribosome
YNL247W	ribosome
YNL252C	ribosome
YNL255C	ribosome
YNL284C	ribosome
YNL301C	ribosome
YNL302C	ribosome
YNL306W	ribosome
YNL311C	ribosome
YNR022C	ribosome
YNR024W	ribosome
YNR036C	ribosome
YNR037C	ribosome
YOL039W	ribosome
YOL040C	ribosome
YOL070C	ribosome
YOL099C	ribosome
YOL111C	ribosome
YOL114C	ribosome
YOL120C	ribosome
YOL121C	ribosome
YOL127W	ribosome
YOL138C	ribosome
YOL139C	ribosome
YOR019W	ribosome
YOR063W	ribosome
YOR091W	ribosome
YOR096W	ribosome
YOR133W	ribosome
YOR150W	ribosome
YOR158W	ribosome
YOR167C	ribosome
YOR175C	ribosome
YOR182C	ribosome
YOR227W	ribosome
YOR234C	ribosome
YOR252W	ribosome
YOR253W	ribosome
YOR293W	ribosome
YOR312C	ribosome
YOR369C	ribosome
YPL009C	ribosome
YPL012W	ribosome
YPL013C	ribosome
YPL073C	ribosome
YPL079W	ribosome
YPL081W	ribosome
YPL090C	ribosome
YPL105C	ribosome
YPL110C	ribosome
YPL118W	ribosome
YPL131W	ribosome
YPL132W	ribosome
YPL137C	ribosome
YPL143W	ribosome
YPL173W	ribosome
YPL183W-A	ribosome
YPL198W	ribosome
YPL215W	ribosome
YPL220W	ribosome
YPL225W	ribosome
YPL249C-A	ribosome
YPR041W	ribosome
YPR043W	ribosome
YPR080W	ribosome
YPR091C	ribosome
YPR096C	ribosome
YPR100W	ribosome
YPR102C	ribosome
YPR132W	ribosome
YPR148C	ribosome
YPR163C	ribosome
YPR166C	ribosome
Q0020	structural constituent of ribosome
Q0140	structural constituent of ribosome
Q0158	structural constituent of ribosome
RDN18-1	structural constituent of ribosome
RDN18-2	structural constituent of ribosome
RDN25-1	structural constituent of ribosome
RDN25-2	structural constituent of ribosome
RDN5-1	structural constituent of ribosome
RDN5-2	structural constituent of ribosome
RDN5-3	structural constituent of ribosome
RDN5-4	structural constituent of ribosome
RDN5-5	structural constituent of ribosome
RDN5-6	structural constituent of ribosome
RDN58-1	structural constituent of ribosome
RDN58-2	structural constituent of ribosome
YBL027W	structural constituent of ribosome
YBL038W	structural constituent of ribosome
YBL072C	structural constituent of ribosome
YBL087C	structural constituent of ribosome
YBL090W	structural constituent of ribosome
YBL092W	structural constituent of ribosome
YBR031W	structural constituent of ribosome
YBR048W	structural constituent of ribosome
YBR084C-A	structural constituent of ribosome
YBR122C	structural constituent of ribosome
YBR146W	structural constituent of ribosome
YBR181C	structural constituent of ribosome
YBR189W	structural constituent of ribosome
YBR191W	structural constituent of ribosome
YBR251W	structural constituent of ribosome
YBR268W	structural constituent of ribosome
YBR282W	structural constituent of ribosome
YCR003W	structural constituent of ribosome
YCR031C	structural constituent of ribosome
YCR046C	structural constituent of ribosome
YCR071C	structural constituent of ribosome
YDL045W-A	structural constituent of ribosome
YDL061C	structural constituent of ribosome
YDL075W	structural constituent of ribosome
YDL081C	structural constituent of ribosome
YDL082W	structural constituent of ribosome
YDL083C	structural constituent of ribosome
YDL130W	structural constituent of ribosome
YDL133C-A	structural constituent of ribosome
YDL136W	structural constituent of ribosome
YDL184C	structural constituent of ribosome
YDL191W	structural constituent of ribosome
YDL202W	structural constituent of ribosome
YDR012W	structural constituent of ribosome
YDR025W	structural constituent of ribosome
YDR041W	structural constituent of ribosome
YDR064W	structural constituent of ribosome
YDR115W	structural constituent of ribosome
YDR116C	structural constituent of ribosome
YDR175C	structural constituent of ribosome
YDR237W	structural constituent of ribosome
YDR296W	structural constituent of ribosome
YDR322W	structural constituent of ribosome
YDR337W	structural constituent of ribosome
YDR347W	structural constituent of ribosome
YDR382W	structural constituent of ribosome
YDR405W	structural constituent of ribosome
YDR418W	structural constituent of ribosome
YDR447C	structural constituent of ribosome
YDR450W	structural constituent of ribosome
YDR462W	structural constituent of ribosome
YDR471W	structural constituent of ribosome
YDR494W	structural constituent of ribosome
YDR500C	structural constituent of ribosome
YEL050C	structural constituent of ribosome
YEL054C	structural constituent of ribosome
YER050C	structural constituent of ribosome
YER056C-A	structural constituent of ribosome
YER074W	structural constituent of ribosome
YER102W	structural constituent of ribosome
YER117W	structural constituent of ribosome
YER131W	structural constituent of ribosome
YFL034C-A	structural constituent of ribosome
YFR031C-A	structural constituent of ribosome
YFR032C-A	structural constituent of ribosome
YFR049W	structural constituent of ribosome
YGL030W	structural constituent of ribosome
YGL031C	structural constituent of ribosome
YGL068W	structural constituent of ribosome
YGL076C	structural constituent of ribosome
YGL103W	structural constituent of ribosome
YGL123W	structural constituent of ribosome
YGL129C	structural constituent of ribosome
YGL135W	structural constituent of ribosome
YGL147C	structural constituent of ribosome
YGL189C	structural constituent of ribosome
YGR027C	structural constituent of ribosome
YGR034W	structural constituent of ribosome
YGR076C	structural constituent of ribosome
YGR084C	structural constituent of ribosome
YGR085C	structural constituent of ribosome
YGR118W	structural constituent of ribosome
YGR148C	structural constituent of ribosome
YGR165W	structural constituent of ribosome
YGR214W	structural constituent of ribosome
YGR215W	structural constituent of ribosome
YGR220C	structural constituent of ribosome
YHL001W	structural constituent of ribosome
YHL004W	structural constituent of ribosome
YHL015W	structural constituent of ribosome
YHL033C	structural constituent of ribosome
YHR010W	structural constituent of ribosome
YHR021C	structural constituent of ribosome
YHR075C	structural constituent of ribosome
YHR141C	structural constituent of ribosome
YHR147C	structural constituent of ribosome
YHR203C	structural constituent of ribosome
YIL018W	structural constituent of ribosome
YIL052C	structural constituent of ribosome
YIL069C	structural constituent of ribosome
YIL093C	structural constituent of ribosome
YIL133C	structural constituent of ribosome
YIL148W	structural constituent of ribosome
YJL063C	structural constituent of ribosome
YJL096W	structural constituent of ribosome
YJL136C	structural constituent of ribosome
YJL177W	structural constituent of ribosome
YJL189W	structural constituent of ribosome
YJL190C	structural constituent of ribosome
YJL191W	structural constituent of ribosome
YJR094W-A	structural constituent of ribosome
YJR101W	structural constituent of ribosome
YJR113C	structural constituent of ribosome
YJR123W	structural constituent of ribosome
YJR145C	structural constituent of ribosome
YKL003C	structural constituent of ribosome
YKL006W	structural constituent of ribosome
YKL138C	structural constituent of ribosome
YKL155C	structural constituent of ribosome
YKL156W	structural constituent of ribosome
YKL167C	structural constituent of ribosome
YKL170W	structural constituent of ribosome
YKL180W	structural constituent of ribosome
YKR006C	structural constituent of ribosome
YKR057W	structural constituent of ribosome
YKR085C	structural constituent of ribosome
YKR094C	structural constituent of ribosome
YLL045C	structural constituent of ribosome
YLR029C	structural constituent of ribosome
YLR048W	structural constituent of ribosome
YLR061W	structural constituent of ribosome
YLR075W	structural constituent of ribosome
YLR167W	structural constituent of ribosome
YLR185W	structural constituent of ribosome
YLR264W	structural constituent of ribosome
YLR287C-A	structural constituent of ribosome
YLR312W-A	structural constituent of ribosome
YLR325C	structural constituent of ribosome
YLR333C	structural constituent of ribosome
YLR340W	structural constituent of ribosome
YLR344W	structural constituent of ribosome
YLR367W	structural constituent of ribosome
YLR388W	structural constituent of ribosome
YLR406C	structural constituent of ribosome
YLR439W	structural constituent of ribosome
YLR441C	structural constituent of ribosome
YLR448W	structural constituent of ribosome
YML009C	structural constituent of ribosome
YML024W	structural constituent of ribosome
YML025C	structural constituent of ribosome
YML026C	structural constituent of ribosome
YML063W	structural constituent of ribosome
YML073C	structural constituent of ribosome
YMR024W	structural constituent of ribosome
YMR121C	structural constituent of ribosome
YMR142C	structural constituent of ribosome
YMR143W	structural constituent of ribosome
YMR158W	structural constituent of ribosome
YMR188C	structural constituent of ribosome
YMR193W	structural constituent of ribosome
YMR194W	structural constituent of ribosome
YMR225C	structural constituent of ribosome
YMR230W	structural constituent of ribosome
YMR242C	structural constituent of ribosome
YMR286W	structural constituent of ribosome
YNL005C	structural constituent of ribosome
YNL067W	structural constituent of ribosome
YNL069C	structural constituent of ribosome
YNL081C	structural constituent of ribosome
YNL096C	structural constituent of ribosome
YNL122C	structural constituent of ribosome
YNL137C	structural constituent of ribosome
YNL162W	structural constituent of ribosome
YNL177C	structural constituent of ribosome
YNL178W	structural constituent of ribosome
YNL185C	structural constituent of ribosome
YNL252C	structural constituent of ribosome
YNL284C	structural constituent of ribosome
YNL301C	structural constituent of ribosome
YNL302C	structural constituent of ribosome
YNL306W	structural constituent of ribosome
YNR022C	structural constituent of ribosome
YNR036C	structural constituent of ribosome
YNR037C	structural constituent of ribosome
YOL039W	structural constituent of ribosome
YOL040C	structural constituent of ribosome
YOL120C	structural constituent of ribosome
YOL121C	structural constituent of ribosome
YOL127W	structural constituent of ribosome
YOR063W	structural constituent of ribosome
YOR096W	structural constituent of ribosome
YOR150W	structural constituent of ribosome
YOR158W	structural constituent of ribosome
YOR167C	structural constituent of ribosome
YOR182C	structural constituent of ribosome
YOR234C	structural constituent of ribosome
YOR293W	structural constituent of ribosome
YOR312C	structural constituent of ribosome
YOR369C	structural constituent of ribosome
YPL013C	structural constituent of ribosome
YPL079W	structural constituent of ribosome
YPL081W	structural constituent of ribosome
YPL090C	structural constituent of ribosome
YPL118W	structural constituent of ribosome
YPL131W	structural constituent of ribosome
YPL143W	structural constituent of ribosome
YPL173W	structural constituent of ribosome
YPL183W-A	structural constituent of ribosome
YPL198W	structural constituent of ribosome
YPL220W	structural constituent of ribosome
YPL249C-A	structural constituent of ribosome
YPR043W	structural constituent of ribosome
YPR100W	structural constituent of ribosome
YPR102C	structural constituent of ribosome
YPR132W	structural constituent of ribosome
YPR166C	structural constituent of ribosome
Q0020	mitochondrial translation
Q0140	mitochondrial translation
Q0158	mitochondrial translation
YBL038W	mitochondrial translation
YBL080C	mitochondrial translation
YBL090W	mitochondrial translation
YBR120C	mitochondrial translation
YBR121C	mitochondrial translation
YBR122C	mitochondrial translation
YBR146W	mitochondrial translation
YBR185C	mitochondrial translation
YBR251W	mitochondrial translation
YBR268W	mitochondrial translation
YBR282W	mitochondrial translation
YCR003W	mitochondrial translation
YCR024C	mitochondrial translation
YCR046C	mitochondrial translation
YCR071C	mitochondrial translation
YDL045W-A	mitochondrial translation
YDL069C	mitochondrial translation
YDL202W	mitochondrial translation
YDR041W	mitochondrial translation
YDR115W	mitochondrial translation
YDR116C	mitochondrial translation
YDR175C	mitochondrial translation
YDR197W	mitochondrial translation
YDR237W	mitochondrial translation
YDR268W	mitochondrial translation
YDR296W	mitochondrial translation
YDR322W	mitochondrial translation
YDR337W	mitochondrial translation
YDR347W	mitochondrial translation
YDR350C	mitochondrial translation
YDR405W	mitochondrial translation
YDR462W	mitochondrial translation
YDR494W	mitochondrial translation
YEL050C	mitochondrial translation
YER050C	mitochondrial translation
YER153C	mitochondrial translation
YFR049W	mitochondrial translation
YGL068W	mitochondrial translation
YGL129C	mitochondrial translation
YGL143C	mitochondrial translation
YGR076C	mitochondrial translation
YGR084C	mitochondrial translation
YGR165W	mitochondrial translation
YGR215W	mitochondrial translation
YGR220C	mitochondrial translation
YGR222W	mitochondrial translation
YHL004W	mitochondrial translation
YHR011W	mitochondrial translation
