cluster	ORF	gene_name
regulation of translation	YML112W	CTK3
ribosomes and translation	YML112W	CTK3
sig_Gsp1_GI	YML112W	CTK3
transcription	YML112W	CTK3
transcription and mRNA processing	YML112W	CTK3
transcription from RNA polymerase I promoter	YML112W	CTK3
translational elongation	YML112W	CTK3
mRNA binding	YML117W	NAB6
RNA binding	YML117W	NAB6
transcription and mRNA processing	YML117W	NAB6
chromatin	YML121W	GTR1
chromatin organization	YML121W	GTR1
cytoplasmic vesicle	YML121W	GTR1
endomembrane system	YML121W	GTR1
GTPase activity	YML121W	GTR1
hydrolase activity	YML121W	GTR1
ion transport	YML121W	GTR1
transcription	YML121W	GTR1
transcription and mRNA processing	YML121W	GTR1
transcription from RNA polymerase I promoter	YML121W	GTR1
transcription from RNA polymerase III promoter	YML121W	GTR1
vacuole	YML121W	GTR1
vacuoles	YML121W	GTR1
endomembrane system	YML123C	PHO84
endoplasmic reticulum	YML123C	PHO84
ER	YML123C	PHO84
Golgi and ER	YML123C	PHO84
ion transport	YML123C	PHO84
plasma membrane	YML123C	PHO84
transmembrane transport	YML123C	PHO84
transmembrane transporter activity	YML123C	PHO84
vacuole	YML123C	PHO84
vacuoles	YML123C	PHO84
budding	YML124C	TUB3
cell cycle	YML124C	TUB3
chromatin	YML124C	TUB3
chromosome segregation	YML124C	TUB3
cytoskeleton	YML124C	TUB3
cytoskeleton and microtubules	YML124C	TUB3
meiotic cell cycle	YML124C	TUB3
microtubule organizing center	YML124C	TUB3
mitotic cell cycle	YML124C	TUB3
organelle fission	YML124C	TUB3
sig_Gsp1_GI	YML124C	TUB3
budding	YML128C	MSC1
cell cycle	YML128C	MSC1
DNA recombination	YML128C	MSC1
endomembrane system	YML128C	MSC1
endoplasmic reticulum	YML128C	MSC1
ER	YML128C	MSC1
Golgi and ER	YML128C	MSC1
meiotic cell cycle	YML128C	MSC1
mitochondria	YML128C	MSC1
mitochondrion	YML128C	MSC1
organelle fission	YML128C	MSC1
plasma membrane	YML128C	MSC1
mitochondria	YMR003W	AIM34
mitochondrion	YMR003W	AIM34
cytoplasmic vesicle	YMR004W	MVP1
endomembrane system	YMR004W	MVP1
endosomal transport	YMR004W	MVP1
Golgi and ER	YMR004W	MVP1
lipid binding	YMR004W	MVP1
lipids	YMR004W	MVP1
protein targeting	YMR004W	MVP1
endomembrane system	YMR010W	YMR010W
endoplasmic reticulum	YMR010W	YMR010W
ER	YMR010W	YMR010W
Golgi and ER	YMR010W	YMR010W
endomembrane system	YMR015C	ERG5
endoplasmic reticulum	YMR015C	ERG5
ER	YMR015C	ERG5
Golgi and ER	YMR015C	ERG5
lipid metabolic process	YMR015C	ERG5
lipids	YMR015C	ERG5
metabolic	YMR015C	ERG5
oxidoreductase activity	YMR015C	ERG5
DNA binding	YMR016C	SOK2
nucleic acid binding transcription factor activity	YMR016C	SOK2
pseudohyphal growth	YMR016C	SOK2
transcription	YMR016C	SOK2
transcription and mRNA processing	YMR016C	SOK2
cell wall organization or biogenesis	YMR022W	UBC7
chromatin	YMR022W	UBC7
chromatin organization	YMR022W	UBC7
endomembrane system	YMR022W	UBC7
endoplasmic reticulum	YMR022W	UBC7
ER	YMR022W	UBC7
Golgi and ER	YMR022W	UBC7
proteolysis involved in cellular protein catabolic process	YMR022W	UBC7
transferase activity	YMR022W	UBC7
peroxisome	YMR026C	PEX12
peroxisome organization	YMR026C	PEX12
peroxisomes	YMR026C	PEX12
protein modification by small protein conjugation or removal	YMR026C	PEX12
protein targeting	YMR026C	PEX12
transferase activity	YMR026C	PEX12
transmembrane transport	YMR026C	PEX12
conjugation	YMR029C	FAR8
endomembrane system	YMR029C	FAR8
endoplasmic reticulum	YMR029C	FAR8
ER	YMR029C	FAR8
Golgi and ER	YMR029C	FAR8
Golgi and ER	YMR035W	IMP2
hydrolase activity	YMR035W	IMP2
mitochondria	YMR035W	IMP2
mitochondrial envelope	YMR035W	IMP2
mitochondrion	YMR035W	IMP2
mitochondrion organization	YMR035W	IMP2
peptidase activity	YMR035W	IMP2
protein maturation	YMR035W	IMP2
protein targeting	YMR035W	IMP2
cell cycle	YMR036C	MIH1
hydrolase activity	YMR036C	MIH1
mitotic cell cycle	YMR036C	MIH1
phosphatase activity	YMR036C	MIH1
protein phosphorylation	YMR036C	MIH1
regulation of cell cycle	YMR036C	MIH1
regulation of protein modification process	YMR036C	MIH1
enzyme regulator activity	YMR038C	CCS1
ion transport	YMR038C	CCS1
mitochondria	YMR038C	CCS1
mitochondrial envelope	YMR038C	CCS1
mitochondrion	YMR038C	CCS1
budding	YMR039C	SUB1
cell cycle	YMR039C	SUB1
cellular response to DNA damage stimulus	YMR039C	SUB1
chromatin	YMR039C	SUB1
chromatin binding	YMR039C	SUB1
DNA repair	YMR039C	SUB1
DNA-templated transcription, elongation	YMR039C	SUB1
DNA-templated transcription, initiation	YMR039C	SUB1
DNA-templated transcription, termination	YMR039C	SUB1
meiotic cell cycle	YMR039C	SUB1
regulation of cell cycle	YMR039C	SUB1
response to osmotic stress	YMR039C	SUB1
sig_Gsp1_GI	YMR039C	SUB1
sporulation	YMR039C	SUB1
transcription	YMR039C	SUB1
transcription and mRNA processing	YMR039C	SUB1
transcription factor activity, protein binding	YMR039C	SUB1
transcription from RNA polymerase II promoter	YMR039C	SUB1
transcription from RNA polymerase III promoter	YMR039C	SUB1
cellular amino acid metabolic process	YMR042W	ARG80
DNA binding	YMR042W	ARG80
metabolic	YMR042W	ARG80
nucleic acid binding transcription factor activity	YMR042W	ARG80
transcription	YMR042W	ARG80
transcription and mRNA processing	YMR042W	ARG80
transcription from RNA polymerase II promoter	YMR042W	ARG80
budding	YMR048W	CSM3
cell cycle	YMR048W	CSM3
cellular response to DNA damage stimulus	YMR048W	CSM3
chromatin	YMR048W	CSM3
chromosome	YMR048W	CSM3
chromosome segregation	YMR048W	CSM3
cytoskeleton and microtubules	YMR048W	CSM3
DNA repair	YMR048W	CSM3
DNA replication	YMR048W	CSM3
meiotic cell cycle	YMR048W	CSM3
metabolic	YMR048W	CSM3
mitotic cell cycle	YMR048W	CSM3
organelle fission	YMR048W	CSM3
regulation of cell cycle	YMR048W	CSM3
regulation of DNA metabolic process	YMR048W	CSM3
conjugation	YMR052W	FAR3
endomembrane system	YMR052W	FAR3
endoplasmic reticulum	YMR052W	FAR3
ER	YMR052W	FAR3
Golgi	YMR052W	FAR3
Golgi and ER	YMR052W	FAR3
Golgi apparatus	YMR052W	FAR3
cellular ion homeostasis	YMR054W	STV1
cytoplasmic vesicle	YMR054W	STV1
endomembrane system	YMR054W	STV1
Golgi	YMR054W	STV1
Golgi and ER	YMR054W	STV1
Golgi apparatus	YMR054W	STV1
hydrolase activity	YMR054W	STV1
transmembrane transporter activity	YMR054W	STV1
vacuole	YMR054W	STV1
vacuoles	YMR054W	STV1
budding	YMR055C	BUB2
cell cycle	YMR055C	BUB2
chromatin	YMR055C	BUB2
chromosome segregation	YMR055C	BUB2
cytoskeleton	YMR055C	BUB2
cytoskeleton and microtubules	YMR055C	BUB2
enzyme regulator activity	YMR055C	BUB2
microtubule organizing center	YMR055C	BUB2
mitotic cell cycle	YMR055C	BUB2
organelle fission	YMR055C	BUB2
regulation of cell cycle	YMR055C	BUB2
regulation of organelle organization	YMR055C	BUB2
sig_Gsp1_GI	YMR055C	BUB2
cellular ion homeostasis	YMR058W	FET3
endomembrane system	YMR058W	FET3
endoplasmic reticulum	YMR058W	FET3
ER	YMR058W	FET3
Golgi and ER	YMR058W	FET3
ion transport	YMR058W	FET3
oxidoreductase activity	YMR058W	FET3
plasma membrane	YMR058W	FET3
transmembrane transport	YMR058W	FET3
transmembrane transporter activity	YMR058W	FET3
vacuole	YMR058W	FET3
vacuoles	YMR058W	FET3
ion transport	YMR060C	SAM37
lipid transport	YMR060C	SAM37
lipids	YMR060C	SAM37
mitochondria	YMR060C	SAM37
mitochondrial envelope	YMR060C	SAM37
mitochondrion	YMR060C	SAM37
mitochondrion organization	YMR060C	SAM37
protein targeting	YMR060C	SAM37
sig_Gsp1_GI	YMR060C	SAM37
transmembrane transport	YMR060C	SAM37
conjugation	YMR065W	KAR5
endomembrane system	YMR065W	KAR5
endoplasmic reticulum	YMR065W	KAR5
ER	YMR065W	KAR5
Golgi and ER	YMR065W	KAR5
mitochondria	YMR065W	KAR5
mitochondrion	YMR065W	KAR5
nuclear transport and organization	YMR065W	KAR5
nucleus organization	YMR065W	KAR5
organelle fusion	YMR065W	KAR5
budding	YMR067C	UBX4
proteolysis involved in cellular protein catabolic process	YMR067C	UBX4
sporulation	YMR067C	UBX4
cell wall organization or biogenesis	YMR068W	AVO2
cytoskeleton and microtubules	YMR068W	AVO2
cytoskeleton organization	YMR068W	AVO2
DNA binding	YMR070W	MOT3
lipid metabolic process	YMR070W	MOT3
lipids	YMR070W	MOT3
metabolic	YMR070W	MOT3
nucleic acid binding transcription factor activity	YMR070W	MOT3
response to osmotic stress	YMR070W	MOT3
sig_Gsp1_GI	YMR070W	MOT3
transcription	YMR070W	MOT3
transcription and mRNA processing	YMR070W	MOT3
transcription factor binding	YMR070W	MOT3
transcription from RNA polymerase II promoter	YMR070W	MOT3
sig_Gsp1_GI	YMR073C	IRC21
chromatin	YMR075W	RCO1
chromatin organization	YMR075W	RCO1
chromosome	YMR075W	RCO1
DNA replication	YMR075W	RCO1
DNA-templated transcription, elongation	YMR075W	RCO1
histone modification	YMR075W	RCO1
metabolic	YMR075W	RCO1
regulation of DNA metabolic process	YMR075W	RCO1
sig_Gsp1_GI	YMR075W	RCO1
transcription	YMR075W	RCO1
transcription and mRNA processing	YMR075W	RCO1
transcription from RNA polymerase II promoter	YMR075W	RCO1
budding	YMR078C	CTF18
cell cycle	YMR078C	CTF18
cellular response to DNA damage stimulus	YMR078C	CTF18
chromatin	YMR078C	CTF18
chromosome	YMR078C	CTF18
chromosome segregation	YMR078C	CTF18
cytoskeleton and microtubules	YMR078C	CTF18
DNA recombination	YMR078C	CTF18
DNA repair	YMR078C	CTF18
DNA replication	YMR078C	CTF18
mitochondria	YMR078C	CTF18
mitochondrion	YMR078C	CTF18
mitotic cell cycle	YMR078C	CTF18
organelle fission	YMR078C	CTF18
cell cycle	YMR080C	NAM7
chromatin	YMR080C	NAM7
chromatin organization	YMR080C	NAM7
DNA recombination	YMR080C	NAM7
helicase activity	YMR080C	NAM7
hydrolase activity	YMR080C	NAM7
mRNA binding	YMR080C	NAM7
protein modification by small protein conjugation or removal	YMR080C	NAM7
regulation of translation	YMR080C	NAM7
ribosomes and translation	YMR080C	NAM7
RNA binding	YMR080C	NAM7
RNA catabolic process	YMR080C	NAM7
transcription and mRNA processing	YMR080C	NAM7
cell cortex	YMR092C	AIP1
cell cycle	YMR092C	AIP1
cytokinesis	YMR092C	AIP1
cytoskeletal protein binding	YMR092C	AIP1
cytoskeleton	YMR092C	AIP1
cytoskeleton and microtubules	YMR092C	AIP1
cytoskeleton organization	YMR092C	AIP1
regulation of cell cycle	YMR092C	AIP1
regulation of organelle organization	YMR092C	AIP1
response to osmotic stress	YMR092C	AIP1
site of polarized growth	YMR092C	AIP1
protein modification by small protein conjugation or removal	YMR100W	MUB1
proteolysis involved in cellular protein catabolic process	YMR100W	MUB1
cell cycle	YMR106C	YKU80
cellular response to DNA damage stimulus	YMR106C	YKU80
chromatin	YMR106C	YKU80
chromatin organization	YMR106C	YKU80
chromosome	YMR106C	YKU80
DNA binding	YMR106C	YKU80
DNA recombination	YMR106C	YKU80
DNA repair	YMR106C	YKU80
RNA binding	YMR106C	YKU80
telomere organization	YMR106C	YKU80
budding	YMR109W	MYO5
cell budding	YMR109W	MYO5
cell cortex	YMR109W	MYO5
cell cycle	YMR109W	MYO5
cell wall organization or biogenesis	YMR109W	MYO5
cellular bud	YMR109W	MYO5
cytokinesis	YMR109W	MYO5
cytoskeleton	YMR109W	MYO5
cytoskeleton and microtubules	YMR109W	MYO5
endocytosis	YMR109W	MYO5
exocytosis	YMR109W	MYO5
Golgi and ER	YMR109W	MYO5
hydrolase activity	YMR109W	MYO5
mitotic cell cycle	YMR109W	MYO5
response to osmotic stress	YMR109W	MYO5
site of polarized growth	YMR109W	MYO5
enzyme regulator activity	YMR116C	ASC1
invasive growth in response to glucose limitation	YMR116C	ASC1
regulation of translation	YMR116C	ASC1
ribosome	YMR116C	ASC1
ribosomes and translation	YMR116C	ASC1
signal transducer activity	YMR116C	ASC1
translational elongation	YMR116C	ASC1
endomembrane system	YMR119W	ASI1
proteolysis involved in cellular protein catabolic process	YMR119W	ASI1
transferase activity	YMR119W	ASI1
cytoplasmic translation	YMR121C	RPL15B
nucleolus	YMR121C	RPL15B
ribosome	YMR121C	RPL15B
ribosomes and translation	YMR121C	RPL15B
RNA binding	YMR121C	RPL15B
structural constituent of ribosome	YMR121C	RPL15B
endomembrane system	YMR123W	PKR1
endoplasmic reticulum	YMR123W	PKR1
ER	YMR123W	PKR1
Golgi and ER	YMR123W	PKR1
chromatin	YMR127C	SAS2
chromatin organization	YMR127C	SAS2
chromosome	YMR127C	SAS2
histone modification	YMR127C	SAS2
peptidyl-amino acid modification	YMR127C	SAS2
protein acylation	YMR127C	SAS2
transferase activity	YMR127C	SAS2
cytoskeleton and microtubules	YMR129W	POM152
cytoskeleton organization	YMR129W	POM152
endomembrane system	YMR129W	POM152
mitochondria	YMR129W	POM152
mitochondrion	YMR129W	POM152
nuclear transport	YMR129W	POM152
nuclear transport and organization	YMR129W	POM152
nucleus organization	YMR129W	POM152
protein targeting	YMR129W	POM152
sig_Gsp1_GI	YMR129W	POM152
budding	YMR133W	REC114
cell cycle	YMR133W	REC114
chromosome	YMR133W	REC114
DNA recombination	YMR133W	REC114
meiotic cell cycle	YMR133W	REC114
organelle fission	YMR133W	REC114
protein folding	YMR138W	CIN4
cytoplasmic translation	YMR143W	RPS16A
ribosomal small subunit biogenesis	YMR143W	RPS16A
ribosome	YMR143W	RPS16A
ribosomes and translation	YMR143W	RPS16A
rRNA processing	YMR143W	RPS16A
structural constituent of ribosome	YMR143W	RPS16A
transcription and mRNA processing	YMR143W	RPS16A
budding	YMR153W	NUP53
cell cycle	YMR153W	NUP53
DNA binding	YMR153W	NUP53
endomembrane system	YMR153W	NUP53
lipid binding	YMR153W	NUP53
lipids	YMR153W	NUP53
mitotic cell cycle	YMR153W	NUP53
nuclear transport	YMR153W	NUP53
nuclear transport and organization	YMR153W	NUP53
nucleus organization	YMR153W	NUP53
organelle fission	YMR153W	NUP53
peptidyl-amino acid modification	YMR153W	NUP53
protein modification by small protein conjugation or removal	YMR153W	NUP53
protein targeting	YMR153W	NUP53
regulation of cell cycle	YMR153W	NUP53
regulation of organelle organization	YMR153W	NUP53
regulation of protein modification process	YMR153W	NUP53
sig_Gsp1_GI	YMR153W	NUP53
Golgi and ER	YMR154C	RIM13
hydrolase activity	YMR154C	RIM13
peptidase activity	YMR154C	RIM13
protein maturation	YMR154C	RIM13
endomembrane system	YMR161W	HLJ1
endoplasmic reticulum	YMR161W	HLJ1
enzyme regulator activity	YMR161W	HLJ1
ER	YMR161W	HLJ1
Golgi and ER	YMR161W	HLJ1
proteolysis involved in cellular protein catabolic process	YMR161W	HLJ1
DNA-templated transcription, initiation	YMR172W	HOT1
nucleic acid binding transcription factor activity	YMR172W	HOT1
response to osmotic stress	YMR172W	HOT1
transcription	YMR172W	HOT1
transcription and mRNA processing	YMR172W	HOT1
transcription from RNA polymerase II promoter	YMR172W	HOT1
chromosome	YMR176W	ECM5
response to oxidative stress	YMR176W	ECM5
chromatin	YMR179W	SPT21
chromatin organization	YMR179W	SPT21
transcription	YMR179W	SPT21
transcription and mRNA processing	YMR179W	SPT21
transcription from RNA polymerase II promoter	YMR179W	SPT21
chromatin	YMR186W	HSC82
hydrolase activity	YMR186W	HSC82
mitochondria	YMR186W	HSC82
mitochondrion	YMR186W	HSC82
plasma membrane	YMR186W	HSC82
protein folding	YMR186W	HSC82
response to heat	YMR186W	HSC82
telomere organization	YMR186W	HSC82
unfolded protein binding	YMR186W	HSC82
budding	YMR190C	SGS1
cell cycle	YMR190C	SGS1
cellular response to DNA damage stimulus	YMR190C	SGS1
chromatin	YMR190C	SGS1
chromosome	YMR190C	SGS1
chromosome segregation	YMR190C	SGS1
cytoskeleton and microtubules	YMR190C	SGS1
DNA recombination	YMR190C	SGS1
DNA repair	YMR190C	SGS1
DNA replication	YMR190C	SGS1
helicase activity	YMR190C	SGS1
hydrolase activity	YMR190C	SGS1
meiotic cell cycle	YMR190C	SGS1
metabolic	YMR190C	SGS1
mitotic cell cycle	YMR190C	SGS1
nucleolus	YMR190C	SGS1
organelle fission	YMR190C	SGS1
regulation of cell cycle	YMR190C	SGS1
regulation of DNA metabolic process	YMR190C	SGS1
regulation of organelle organization	YMR190C	SGS1
telomere organization	YMR190C	SGS1
budding	YMR198W	CIK1
cell cycle	YMR198W	CIK1
chromatin	YMR198W	CIK1
chromosome segregation	YMR198W	CIK1
conjugation	YMR198W	CIK1
cytoskeleton	YMR198W	CIK1
cytoskeleton and microtubules	YMR198W	CIK1
cytoskeleton organization	YMR198W	CIK1
hydrolase activity	YMR198W	CIK1
meiotic cell cycle	YMR198W	CIK1
microtubule organizing center	YMR198W	CIK1
mitotic cell cycle	YMR198W	CIK1
nuclear transport and organization	YMR198W	CIK1
nucleus organization	YMR198W	CIK1
organelle fission	YMR198W	CIK1
organelle fusion	YMR198W	CIK1
regulation of cell cycle	YMR198W	CIK1
regulation of organelle organization	YMR198W	CIK1
sig_Gsp1_GI	YMR198W	CIK1
cell cycle	YMR199W	CLN1
enzyme regulator activity	YMR199W	CLN1
protein phosphorylation	YMR199W	CLN1
regulation of cell cycle	YMR199W	CLN1
regulation of protein modification process	YMR199W	CLN1
cellular response to DNA damage stimulus	YMR201C	RAD14
DNA binding	YMR201C	RAD14
DNA repair	YMR201C	RAD14
endomembrane system	YMR202W	ERG2
endoplasmic reticulum	YMR202W	ERG2
ER	YMR202W	ERG2
Golgi and ER	YMR202W	ERG2
isomerase activity	YMR202W	ERG2
lipid metabolic process	YMR202W	ERG2
lipids	YMR202W	ERG2
metabolic	YMR202W	ERG2
carbohydrate metabolic process	YMR205C	PFK2
cellular ion homeostasis	YMR205C	PFK2
cofactor metabolic process	YMR205C	PFK2
generation of precursor metabolites and energy	YMR205C	PFK2
ion transport	YMR205C	PFK2
kinase activity	YMR205C	PFK2
metabolic	YMR205C	PFK2
mitochondria	YMR205C	PFK2
mitochondrion	YMR205C	PFK2
monocarboxylic acid metabolic process	YMR205C	PFK2
mRNA binding	YMR205C	PFK2
nucleobase-containing small molecule metabolic process	YMR205C	PFK2
RNA binding	YMR205C	PFK2
transcription and mRNA processing	YMR205C	PFK2
transferase activity	YMR205C	PFK2
vacuole	YMR205C	PFK2
vacuoles	YMR205C	PFK2
methyltransferase activity	YMR209C	YMR209C
transferase activity	YMR209C	YMR209C
endomembrane system	YMR214W	SCJ1
endoplasmic reticulum	YMR214W	SCJ1
ER	YMR214W	SCJ1
Golgi and ER	YMR214W	SCJ1
protein folding	YMR214W	SCJ1
proteolysis involved in cellular protein catabolic process	YMR214W	SCJ1
cellular ion homeostasis	YMR216C	SKY1
Golgi and ER	YMR216C	SKY1
kinase activity	YMR216C	SKY1
mRNA processing	YMR216C	SKY1
nuclear transport	YMR216C	SKY1
nuclear transport and organization	YMR216C	SKY1
protein phosphorylation	YMR216C	SKY1
protein targeting	YMR216C	SKY1
regulation of transport	YMR216C	SKY1
RNA processing	YMR216C	SKY1
RNA splicing	YMR216C	SKY1
sig_Gsp1_GI	YMR216C	SKY1
transcription and mRNA processing	YMR216C	SKY1
transferase activity	YMR216C	SKY1
chromatin	YMR219W	ESC1
chromatin organization	YMR219W	ESC1
chromosome	YMR219W	ESC1
chromatin	YMR223W	UBP8
chromatin organization	YMR223W	UBP8
histone modification	YMR223W	UBP8
hydrolase activity	YMR223W	UBP8
peptidase activity	YMR223W	UBP8
peptidyl-amino acid modification	YMR223W	UBP8
protein alkylation	YMR223W	UBP8
protein modification by small protein conjugation or removal	YMR223W	UBP8
RNA processing	YMR223W	UBP8
RNA splicing	YMR223W	UBP8
sig_Gsp1_GI	YMR223W	UBP8
transcription and mRNA processing	YMR223W	UBP8
budding	YMR224C	MRE11
cell cycle	YMR224C	MRE11
cellular response to DNA damage stimulus	YMR224C	MRE11
DNA binding	YMR224C	MRE11
DNA recombination	YMR224C	MRE11
DNA repair	YMR224C	MRE11
hydrolase activity	YMR224C	MRE11
kinase activity	YMR224C	MRE11
meiotic cell cycle	YMR224C	MRE11
mitochondria	YMR224C	MRE11
mitochondrion	YMR224C	MRE11
nuclease activity	YMR224C	MRE11
organelle fission	YMR224C	MRE11
sporulation	YMR224C	MRE11
transferase activity	YMR224C	MRE11
cytoplasmic translation	YMR230W	RPS10B
nuclear transport	YMR230W	RPS10B
nuclear transport and organization	YMR230W	RPS10B
nucleobase-containing compound transport	YMR230W	RPS10B
ribosome	YMR230W	RPS10B
ribosomes and translation	YMR230W	RPS10B
structural constituent of ribosome	YMR230W	RPS10B
chromatin	YMR247C	RKR1
chromatin organization	YMR247C	RKR1
protein modification by small protein conjugation or removal	YMR247C	RKR1
proteolysis involved in cellular protein catabolic process	YMR247C	RKR1
regulation of translation	YMR247C	RKR1
ribosome	YMR247C	RKR1
ribosomes and translation	YMR247C	RKR1
transferase activity	YMR247C	RKR1
translational elongation	YMR247C	RKR1
endomembrane system	YMR255W	GFD1
nuclear transport	YMR255W	GFD1
nuclear transport and organization	YMR255W	GFD1
nucleobase-containing compound transport	YMR255W	GFD1
chromatin	YMR263W	SAP30
chromatin organization	YMR263W	SAP30
chromosome	YMR263W	SAP30
hydrolase activity	YMR263W	SAP30
invasive growth in response to glucose limitation	YMR263W	SAP30
response to heat	YMR263W	SAP30
sig_Gsp1_GI	YMR263W	SAP30
transcription	YMR263W	SAP30
transcription and mRNA processing	YMR263W	SAP30
transcription from RNA polymerase I promoter	YMR263W	SAP30
transcription from RNA polymerase II promoter	YMR263W	SAP30
endomembrane system	YMR264W	CUE1
endoplasmic reticulum	YMR264W	CUE1
enzyme regulator activity	YMR264W	CUE1
ER	YMR264W	CUE1
Golgi and ER	YMR264W	CUE1
mitochondria	YMR264W	CUE1
mitochondrion	YMR264W	CUE1
proteolysis involved in cellular protein catabolic process	YMR264W	CUE1
ubiquitin-like protein binding	YMR264W	CUE1
endomembrane system	YMR266W	RSN1
endoplasmic reticulum	YMR266W	RSN1
ER	YMR266W	RSN1
Golgi	YMR266W	RSN1
Golgi and ER	YMR266W	RSN1
Golgi vesicle transport	YMR266W	RSN1
vacuole	YMR266W	RSN1
vacuoles	YMR266W	RSN1
nucleolus	YMR269W	TMA23
ribosomal small subunit biogenesis	YMR269W	TMA23
ribosome	YMR269W	TMA23
ribosomes and translation	YMR269W	TMA23
endomembrane system	YMR272C	SCS7
endoplasmic reticulum	YMR272C	SCS7
ER	YMR272C	SCS7
Golgi and ER	YMR272C	SCS7
lipid metabolic process	YMR272C	SCS7
lipids	YMR272C	SCS7
metabolic	YMR272C	SCS7
oxidoreductase activity	YMR272C	SCS7
sig_Gsp1_GI	YMR272C	SCS7
budding	YMR273C	ZDS1
cell cycle	YMR273C	ZDS1
cellular bud	YMR273C	ZDS1
chromatin	YMR273C	ZDS1
chromatin organization	YMR273C	ZDS1
enzyme regulator activity	YMR273C	ZDS1
mitotic cell cycle	YMR273C	ZDS1
nuclear transport	YMR273C	ZDS1
nuclear transport and organization	YMR273C	ZDS1
nucleobase-containing compound transport	YMR273C	ZDS1
regulation of cell cycle	YMR273C	ZDS1
site of polarized growth	YMR273C	ZDS1
conjugation	YMR274C	RCE1
endomembrane system	YMR274C	RCE1
endoplasmic reticulum	YMR274C	RCE1
ER	YMR274C	RCE1
Golgi and ER	YMR274C	RCE1
hydrolase activity	YMR274C	RCE1
peptidase activity	YMR274C	RCE1
protein maturation	YMR274C	RCE1
ion transport	YMR275C	BUL1
mitochondria	YMR275C	BUL1
mitochondrion organization	YMR275C	BUL1
nucleobase-containing compound transport	YMR275C	BUL1
organelle inheritance	YMR275C	BUL1
plasma membrane	YMR275C	BUL1
protein modification by small protein conjugation or removal	YMR275C	BUL1
transferase activity	YMR275C	BUL1
carbohydrate metabolic process	YMR280C	CAT8
DNA binding	YMR280C	CAT8
metabolic	YMR280C	CAT8
monocarboxylic acid metabolic process	YMR280C	CAT8
nucleic acid binding transcription factor activity	YMR280C	CAT8
transcription	YMR280C	CAT8
transcription and mRNA processing	YMR280C	CAT8
transcription from RNA polymerase II promoter	YMR280C	CAT8
mitochondria	YMR282C	AEP2
mitochondrial translation	YMR282C	AEP2
mitochondrion	YMR282C	AEP2
mitochondrion organization	YMR282C	AEP2
ribosomes and translation	YMR282C	AEP2
translational initiation	YMR282C	AEP2
ribosomes and translation	YMR283C	RIT1
RNA modification	YMR283C	RIT1
transcription and mRNA processing	YMR283C	RIT1
transferase activity	YMR283C	RIT1
transferase activity, transferring glycosyl groups	YMR283C	RIT1
tRNA processing	YMR283C	RIT1
cell cycle	YMR284W	YKU70
cellular response to DNA damage stimulus	YMR284W	YKU70
chromatin	YMR284W	YKU70
chromatin organization	YMR284W	YKU70
chromosome	YMR284W	YKU70
DNA binding	YMR284W	YKU70
DNA recombination	YMR284W	YKU70
DNA repair	YMR284W	YKU70
endomembrane system	YMR284W	YKU70
RNA binding	YMR284W	YKU70
telomere organization	YMR284W	YKU70
hydrolase activity	YMR285C	NGL2
nuclease activity	YMR285C	NGL2
ribosomes and translation	YMR285C	NGL2
rRNA processing	YMR285C	NGL2
transcription and mRNA processing	YMR285C	NGL2
cytoplasmic vesicle	YMR292W	GOT1
endomembrane system	YMR292W	GOT1
endoplasmic reticulum	YMR292W	GOT1
endosomal transport	YMR292W	GOT1
ER	YMR292W	GOT1
Golgi	YMR292W	GOT1
Golgi and ER	YMR292W	GOT1
Golgi apparatus	YMR292W	GOT1
Golgi vesicle transport	YMR292W	GOT1
cell cortex	YMR294W	JNM1
cell cycle	YMR294W	JNM1
cytoskeleton	YMR294W	JNM1
cytoskeleton and microtubules	YMR294W	JNM1
cytoskeleton organization	YMR294W	JNM1
microtubule organizing center	YMR294W	JNM1
mitotic cell cycle	YMR294W	JNM1
sig_Gsp1_GI	YMR294W	JNM1
cytoskeleton	YMR299C	DYN3
cytoskeleton and microtubules	YMR299C	DYN3
hydrolase activity	YMR299C	DYN3
sig_Gsp1_GI	YMR299C	DYN3
endomembrane system	YMR304W	UBP15
endoplasmic reticulum	YMR304W	UBP15
ER	YMR304W	UBP15
Golgi and ER	YMR304W	UBP15
hydrolase activity	YMR304W	UBP15
peptidase activity	YMR304W	UBP15
peroxisome	YMR304W	UBP15
peroxisomes	YMR304W	UBP15
protein modification by small protein conjugation or removal	YMR304W	UBP15
cell wall	YMR307W	GAS1
cell wall organization or biogenesis	YMR307W	GAS1
chromatin	YMR307W	GAS1
chromatin organization	YMR307W	GAS1
cytoplasmic vesicle	YMR307W	GAS1
endomembrane system	YMR307W	GAS1
mitochondria	YMR307W	GAS1
mitochondrion	YMR307W	GAS1
plasma membrane	YMR307W	GAS1
transferase activity	YMR307W	GAS1
hydrolase activity	YMR312W	ELP6
protein modification by small protein conjugation or removal	YMR312W	ELP6
ribosomes and translation	YMR312W	ELP6
RNA binding	YMR312W	ELP6
RNA modification	YMR312W	ELP6
sig_Gsp1_GI	YMR312W	ELP6
transcription	YMR312W	ELP6
transcription and mRNA processing	YMR312W	ELP6
transcription from RNA polymerase II promoter	YMR312W	ELP6
tRNA processing	YMR312W	ELP6
regulation of translation	YNL001W	DOM34
ribosomes and translation	YNL001W	DOM34
RNA catabolic process	YNL001W	DOM34
endomembrane system	YNL008C	ASI3
proteolysis involved in cellular protein catabolic process	YNL008C	ASI3
