GO_Slim_term	cluster	Slim_term_counts_per_cluster	cluster_size	GO_Slim_term_count	percent_cluster	percent_slim	normalized
protein targeting	14	3	92	309	0.0326086956521739	0.00970873786407767	0.000105529759392149
ribosomal small subunit biogenesis	14	1	92	135	0.0108695652173913	0.00740740740740741	8.05152979066023e-05
meiotic cell cycle	14	2	92	287	0.0217391304347826	0.00696864111498258	7.57460990758976e-05
RNA splicing	14	1	92	144	0.0108695652173913	0.00694444444444444	7.54830917874396e-05
mRNA processing	14	1	92	170	0.0108695652173913	0.00588235294117647	6.39386189258312e-05
protein modification by small protein conjugation or removal	14	1	92	170	0.0108695652173913	0.00588235294117647	6.39386189258312e-05
cytoplasmic translation	14	1	92	179	0.0108695652173913	0.00558659217877095	6.0723828030119e-05
protein phosphorylation	14	1	92	197	0.0108695652173913	0.0050761421319797	5.5175457956301e-05
chromosome segregation	14	1	92	198	0.0108695652173913	0.00505050505050505	5.48967940272288e-05
DNA repair	14	1	92	246	0.0108695652173913	0.0040650406504065	4.41852244609403e-05
lipid metabolic process	14	1	92	287	0.0108695652173913	0.00348432055749129	3.78730495379488e-05
organelle fission	14	1	92	296	0.0108695652173913	0.00337837837837838	3.67215041128085e-05
cellular response to DNA damage stimulus	14	1	92	299	0.0108695652173913	0.00334448160535117	3.63530609277301e-05
protein glycosylation	13	8	99	62	0.0808080808080808	0.129032258064516	0.00130335614206582
Golgi vesicle transport	13	7	99	190	0.0707070707070707	0.0368421052631579	0.000372142477405635
lipid metabolic process	13	9	99	287	0.0909090909090909	0.0313588850174216	0.00031675641431739
response to heat	13	2	99	71	0.0202020202020202	0.028169014084507	0.000284535495803101
tRNA processing	13	3	99	109	0.0303030303030303	0.0275229357798165	0.000278009452321379
regulation of protein modification process	13	3	99	110	0.0303030303030303	0.0272727272727273	0.000275482093663912
vesicle organization	13	2	99	81	0.0202020202020202	0.0246913580246914	0.000249407656815064
cellular respiration	13	2	99	84	0.0202020202020202	0.0238095238095238	0.000240500240500241
protein targeting	13	7	99	309	0.0707070707070707	0.0226537216828479	0.000228825471543918
protein lipidation	13	1	99	45	0.0101010101010101	0.0222222222222222	0.000224466891133558
response to osmotic stress	13	2	99	92	0.0202020202020202	0.0217391304347826	0.000219587176108915
protein folding	13	2	99	95	0.0202020202020202	0.0210526315789474	0.000212652844231792
protein dephosphorylation	13	1	99	49	0.0101010101010101	0.0204081632653061	0.00020614306328592
protein alkylation	13	1	99	50	0.0101010101010101	0.02	0.000202020202020202
endosomal transport	13	2	99	102	0.0202020202020202	0.0196078431372549	0.000198059021588433
protein maturation	13	1	99	52	0.0101010101010101	0.0192307692307692	0.000194250194250194
histone modification	13	2	99	114	0.0202020202020202	0.0175438596491228	0.000177210703526493
cell budding	13	1	99	58	0.0101010101010101	0.0172413793103448	0.00017415534656914
organelle inheritance	13	1	99	60	0.0101010101010101	0.0166666666666667	0.000168350168350168
conjugation	13	2	99	124	0.0202020202020202	0.0161290322580645	0.000162919517758227
protein phosphorylation	13	3	99	197	0.0303030303030303	0.0152284263959391	0.00015382248884787
cell wall organization or biogenesis	13	3	99	198	0.0303030303030303	0.0151515151515152	0.000153045607591062
proteolysis involved in cellular protein catabolic process	13	3	99	216	0.0303030303030303	0.0138888888888889	0.000140291806958474
RNA splicing	13	2	99	144	0.0202020202020202	0.0138888888888889	0.000140291806958474
generation of precursor metabolites and energy	13	2	99	155	0.0202020202020202	0.0129032258064516	0.000130335614206582
RNA modification	13	2	99	172	0.0202020202020202	0.0116279069767442	0.000117453605825699
endocytosis	13	1	99	98	0.0101010101010101	0.0102040816326531	0.00010307153164296
transmembrane transport	13	2	99	232	0.0202020202020202	0.00862068965517241	8.70776732845698e-05
cellular ion homeostasis	13	1	99	125	0.0101010101010101	0.008	8.08080808080808e-05
organelle assembly	13	1	99	131	0.0101010101010101	0.00763358778625954	7.7106947335955e-05
RNA catabolic process	13	1	99	132	0.0101010101010101	0.00757575757575758	7.65228037955311e-05
peptidyl-amino acid modification	13	1	99	151	0.0101010101010101	0.00662251655629139	6.6894106629206e-05
chromatin organization	13	2	99	318	0.0202020202020202	0.00628930817610063	6.35283654151579e-05
transcription from RNA polymerase II promoter	13	3	99	480	0.0303030303030303	0.00625	6.31313131313131e-05
mitotic cell cycle	13	2	99	328	0.0202020202020202	0.00609756097560976	6.15915250061592e-05
protein modification by small protein conjugation or removal	13	1	99	170	0.0101010101010101	0.00588235294117647	5.941770647653e-05
DNA recombination	13	1	99	179	0.0101010101010101	0.00558659217877095	5.64302240279894e-05
carbohydrate metabolic process	13	1	99	200	0.0101010101010101	0.005	5.05050505050505e-05
mitochondrion organization	13	2	99	425	0.0202020202020202	0.00470588235294118	4.7534165181224e-05
regulation of cell cycle	13	1	99	213	0.0101010101010101	0.00469483568075117	4.74225826338502e-05
regulation of organelle organization	13	1	99	239	0.0101010101010101	0.00418410041841004	4.22636405900004e-05
DNA repair	13	1	99	246	0.0101010101010101	0.0040650406504065	4.10610166707728e-05
meiotic cell cycle	13	1	99	287	0.0101010101010101	0.00348432055749129	3.51951571463767e-05
organelle fission	13	1	99	296	0.0101010101010101	0.00337837837837838	3.41250341250341e-05
cellular response to DNA damage stimulus	13	1	99	299	0.0101010101010101	0.00334448160535117	3.37826424782946e-05
DNA-templated transcription, elongation	12	6	158	96	0.0379746835443038	0.0625	0.000395569620253165
DNA-templated transcription, termination	12	2	158	43	0.0126582278481013	0.0465116279069767	0.000294377391816309
peptidyl-amino acid modification	12	7	158	151	0.0443037974683544	0.0463576158940397	0.000293402632240758
protein acylation	12	3	158	66	0.0189873417721519	0.0454545454545455	0.000287686996547756
response to heat	12	3	158	71	0.0189873417721519	0.0422535211267606	0.000267427348903548
protein modification by small protein conjugation or removal	12	7	158	170	0.0443037974683544	0.0411764705882353	0.000260610573343261
chromatin organization	12	13	158	318	0.0822784810126582	0.0408805031446541	0.000258737361675026
regulation of protein modification process	12	4	158	110	0.0253164556962025	0.0363636363636364	0.000230149597238205
transcription from RNA polymerase II promoter	12	16	158	480	0.10126582278481	0.0333333333333333	0.000210970464135021
chromosome segregation	12	6	158	198	0.0379746835443038	0.0303030303030303	0.000191791331031837
cellular response to DNA damage stimulus	12	9	158	299	0.0569620253164557	0.0301003344481605	0.000190508445874434
pseudohyphal growth	12	2	158	74	0.0126582278481013	0.027027027027027	0.00017105713308245
histone modification	12	3	158	114	0.0189873417721519	0.0263157894736842	0.00016655562958028
telomere organization	12	2	158	78	0.0126582278481013	0.0256410256410256	0.000162284972411555
mitotic cell cycle	12	8	158	328	0.0506329113924051	0.024390243902439	0.000154368632293918
transcription from RNA polymerase III promoter	12	1	158	41	0.00632911392405063	0.024390243902439	0.000154368632293918
DNA replication	12	3	158	139	0.0189873417721519	0.0215827338129496	0.000136599581094618
DNA repair	12	5	158	246	0.0316455696202532	0.0203252032520325	0.000128640526911598
mRNA processing	12	3	158	170	0.0189873417721519	0.0176470588235294	0.000111690245718541
nuclear transport	12	3	158	176	0.0189873417721519	0.0170454545454545	0.000107882623705409
invasive growth in response to glucose limitation	12	1	158	59	0.00632911392405063	0.0169491525423729	0.00010727311735679
organelle fission	12	5	158	296	0.0316455696202532	0.0168918918918919	0.000106910708176531
nucleus organization	12	1	158	66	0.00632911392405063	0.0151515151515152	9.58956655159187e-05
RNA catabolic process	12	2	158	132	0.0126582278481013	0.0151515151515152	9.58956655159187e-05
ribosomal small subunit biogenesis	12	2	158	135	0.0126582278481013	0.0148148148148148	9.3764650726676e-05
transcription from RNA polymerase I promoter	12	1	158	68	0.00632911392405063	0.0147058823529412	9.30752047654505e-05
nucleobase-containing compound transport	12	2	158	138	0.0126582278481013	0.0144927536231884	9.1726288754357e-05
sporulation	12	2	158	138	0.0126582278481013	0.0144927536231884	9.1726288754357e-05
DNA-templated transcription, initiation	12	1	158	71	0.00632911392405063	0.0140845070422535	8.9142449634516e-05
RNA splicing	12	2	158	144	0.0126582278481013	0.0138888888888889	8.79043600562588e-05
cytoskeleton organization	12	3	158	232	0.0189873417721519	0.0129310344827586	8.18419903972065e-05
generation of precursor metabolites and energy	12	2	158	155	0.0126582278481013	0.0129032258064516	8.16659861167824e-05
regulation of organelle organization	12	3	158	239	0.0189873417721519	0.0125523012552301	7.94449446533552e-05
cytoplasmic translation	12	2	158	179	0.0126582278481013	0.0111731843575419	7.07163566933032e-05
protein folding	12	1	158	95	0.00632911392405063	0.0105263157894737	6.66222518321119e-05
meiotic cell cycle	12	3	158	287	0.0189873417721519	0.0104529616724739	6.61579852688219e-05
cell wall organization or biogenesis	12	2	158	198	0.0126582278481013	0.0101010101010101	6.39304436772791e-05
carbohydrate metabolic process	12	2	158	200	0.0126582278481013	0.01	6.32911392405063e-05
protein targeting	12	3	158	309	0.0189873417721519	0.00970873786407767	6.14477080004916e-05
response to oxidative stress	12	1	158	103	0.00632911392405063	0.00970873786407767	6.14477080004916e-05
rRNA processing	12	3	158	311	0.0189873417721519	0.00964630225080386	6.10525458911637e-05
ribosomal large subunit biogenesis	12	1	158	104	0.00632911392405063	0.00961538461538462	6.0856864654333e-05
regulation of cell cycle	12	2	158	213	0.0126582278481013	0.00938967136150235	5.9428299756344e-05
proteolysis involved in cellular protein catabolic process	12	2	158	216	0.0126582278481013	0.00925925925925926	5.86029067041725e-05
organelle assembly	12	1	158	131	0.00632911392405063	0.00763358778625954	4.83138467484781e-05
lipid metabolic process	12	1	158	287	0.00632911392405063	0.00348432055749129	2.2052661756274e-05
mitochondrion organization	12	1	158	425	0.00632911392405063	0.00235294117647059	1.48920327624721e-05
transposition	11	3	223	21	0.0134529147982063	0.142857142857143	0.000640614990390775
regulation of DNA metabolic process	11	11	223	106	0.0493273542600897	0.10377358490566	0.000465352398680091
DNA repair	11	21	223	246	0.0941704035874439	0.0853658536585366	0.000382806518648146
protein acylation	11	5	223	66	0.0224215246636771	0.0757575757575758	0.000339720070661775
DNA replication	11	10	223	139	0.0448430493273543	0.0719424460431655	0.000322611865664419
cellular response to DNA damage stimulus	11	21	223	299	0.0941704035874439	0.0702341137123746	0.000314951182566702
histone modification	11	7	223	114	0.031390134529148	0.0614035087719298	0.000275352057273228
DNA recombination	11	10	223	179	0.0448430493273543	0.0558659217877095	0.000250519828644437
RNA catabolic process	11	7	223	132	0.031390134529148	0.053030303030303	0.000237804049463242
peptidyl-amino acid modification	11	8	223	151	0.0358744394618834	0.0529801324503311	0.000237579069283996
telomere organization	11	4	223	78	0.0179372197309417	0.0512820512820513	0.000229964355524894
chromatin organization	11	16	223	318	0.0717488789237668	0.050314465408805	0.00022562540542065
protein modification by small protein conjugation or removal	11	8	223	170	0.0358744394618834	0.0470588235294118	0.000211026114481667
DNA-templated transcription, elongation	11	4	223	96	0.0179372197309417	0.0416666666666667	0.000186846038863976
proteolysis involved in cellular protein catabolic process	11	9	223	216	0.0403587443946188	0.0416666666666667	0.000186846038863976
organelle fission	11	10	223	296	0.0448430493273543	0.0337837837837838	0.000151496788268089
regulation of cell cycle	11	6	223	213	0.0269058295964126	0.028169014084507	0.000126318448809449
meiotic cell cycle	11	8	223	287	0.0358744394618834	0.0278745644599303	0.000124998046905517
pseudohyphal growth	11	2	223	74	0.00896860986547085	0.027027027027027	0.000121197430614471
transcription from RNA polymerase II promoter	11	12	223	480	0.0538116591928251	0.025	0.000112107623318386
transcription from RNA polymerase III promoter	11	1	223	41	0.00448430493273543	0.024390243902439	0.000109373291042327
DNA-templated transcription, termination	11	1	223	43	0.00448430493273543	0.0232558139534884	0.000104286161226405
vitamin metabolic process	11	1	223	43	0.00448430493273543	0.0232558139534884	0.000104286161226405
snoRNA processing	11	1	223	45	0.00448430493273543	0.0222222222222222	9.96512207274539e-05
chromosome segregation	11	4	223	198	0.0179372197309417	0.0202020202020202	9.05920188431399e-05
protein alkylation	11	1	223	50	0.00448430493273543	0.02	8.96860986547085e-05
mitotic cell cycle	11	6	223	328	0.0269058295964126	0.0182926829268293	8.20299682817456e-05
regulation of protein modification process	11	2	223	110	0.00896860986547085	0.0181818181818182	8.15328169588259e-05
invasive growth in response to glucose limitation	11	1	223	59	0.00448430493273543	0.0169491525423729	7.60051683514479e-05
protein phosphorylation	11	3	223	197	0.0134529147982063	0.0152284263959391	6.8288907605108e-05
lipid transport	11	1	223	68	0.00448430493273543	0.0147058823529412	6.5945660775521e-05
sporulation	11	2	223	138	0.00896860986547085	0.0144927536231884	6.4989926561383e-05
response to heat	11	1	223	71	0.00448430493273543	0.0140845070422535	6.31592244047243e-05
vesicle organization	11	1	223	81	0.00448430493273543	0.0123456790123457	5.53617892930299e-05
RNA modification	11	2	223	172	0.00896860986547085	0.0116279069767442	5.21430806132026e-05
endocytosis	11	1	223	98	0.00448430493273543	0.0102040816326531	4.57582135993411e-05
tRNA processing	11	1	223	109	0.00448430493273543	0.00917431192660551	4.11404122269305e-05
regulation of organelle organization	11	2	223	239	0.00896860986547085	0.00836820083682008	3.7525564290673e-05
monocarboxylic acid metabolic process	11	1	223	127	0.00448430493273543	0.0078740157480315	3.53094876593341e-05
nucleobase-containing compound transport	11	1	223	138	0.00448430493273543	0.0072463768115942	3.24949632806915e-05
RNA splicing	11	1	223	144	0.00448430493273543	0.00694444444444444	3.11410064773293e-05
mRNA processing	11	1	223	170	0.00448430493273543	0.00588235294117647	2.63782643102084e-05
mitochondrion organization	11	2	223	425	0.00896860986547085	0.00470588235294118	2.11026114481667e-05
transmembrane transport	11	1	223	232	0.00448430493273543	0.00431034482758621	1.93289005721355e-05
lipid metabolic process	11	1	223	287	0.00448430493273543	0.00348432055749129	1.56247558631896e-05
protein targeting	11	1	223	309	0.00448430493273543	0.00323624595469256	1.45123136981729e-05
translational initiation	10	4	125	61	0.032	0.0655737704918033	0.000524590163934426
vitamin metabolic process	10	2	125	43	0.016	0.0465116279069767	0.000372093023255814
regulation of translation	10	4	125	105	0.032	0.0380952380952381	0.000304761904761905
cell morphogenesis	10	1	125	29	0.008	0.0344827586206897	0.000275862068965517
organelle inheritance	10	2	125	60	0.016	0.0333333333333333	0.000266666666666667
cytoskeleton organization	10	6	125	232	0.048	0.0258620689655172	0.000206896551724138
organelle assembly	10	3	125	131	0.024	0.0229007633587786	0.000183206106870229
snoRNA processing	10	1	125	45	0.008	0.0222222222222222	0.000177777777777778
ribosomal subunit export from nucleus	10	1	125	46	0.008	0.0217391304347826	0.000173913043478261
protein dephosphorylation	10	1	125	49	0.008	0.0204081632653061	0.000163265306122449
organelle fission	10	6	125	296	0.048	0.0202702702702703	0.000162162162162162
chromosome segregation	10	4	125	198	0.032	0.0202020202020202	0.000161616161616162
peroxisome organization	10	1	125	50	0.008	0.02	0.00016
response to oxidative stress	10	2	125	103	0.016	0.0194174757281553	0.000155339805825243
protein maturation	10	1	125	52	0.008	0.0192307692307692	0.000153846153846154
regulation of cell cycle	10	4	125	213	0.032	0.0187793427230047	0.000150234741784038
transcription from RNA polymerase II promoter	10	9	125	480	0.072	0.01875	0.00015
ion transport	10	3	125	162	0.024	0.0185185185185185	0.000148148148148148
tRNA processing	10	2	125	109	0.016	0.018348623853211	0.000146788990825688
cell budding	10	1	125	58	0.008	0.0172413793103448	0.000137931034482759
regulation of organelle organization	10	4	125	239	0.032	0.0167364016736402	0.000133891213389121
cellular ion homeostasis	10	2	125	125	0.016	0.016	0.000128
monocarboxylic acid metabolic process	10	2	125	127	0.016	0.015748031496063	0.000125984251968504
mitotic cell cycle	10	5	125	328	0.04	0.0152439024390244	0.000121951219512195
nucleus organization	10	1	125	66	0.008	0.0151515151515152	0.000121212121212121
DNA-templated transcription, initiation	10	1	125	71	0.008	0.0140845070422535	0.000112676056338028
cellular respiration	10	1	125	84	0.008	0.0119047619047619	9.52380952380952e-05
vacuole organization	10	1	125	84	0.008	0.0119047619047619	9.52380952380952e-05
nuclear transport	10	2	125	176	0.016	0.0113636363636364	9.09090909090909e-05
organelle fusion	10	1	125	88	0.008	0.0113636363636364	9.09090909090909e-05
DNA recombination	10	2	125	179	0.016	0.0111731843575419	8.93854748603352e-05
response to osmotic stress	10	1	125	92	0.008	0.0108695652173913	8.69565217391304e-05
protein folding	10	1	125	95	0.008	0.0105263157894737	8.42105263157895e-05
DNA-templated transcription, elongation	10	1	125	96	0.008	0.0104166666666667	8.33333333333333e-05
endocytosis	10	1	125	98	0.008	0.0102040816326531	8.16326530612245e-05
protein targeting	10	3	125	309	0.024	0.00970873786407767	7.76699029126214e-05
ribosomal large subunit biogenesis	10	1	125	104	0.008	0.00961538461538462	7.69230769230769e-05
regulation of DNA metabolic process	10	1	125	106	0.008	0.00943396226415094	7.54716981132076e-05
mitochondrion organization	10	4	125	425	0.032	0.00941176470588235	7.52941176470588e-05
regulation of protein modification process	10	1	125	110	0.008	0.00909090909090909	7.27272727272727e-05
histone modification	10	1	125	114	0.008	0.0087719298245614	7.01754385964912e-05
transmembrane transport	10	2	125	232	0.016	0.00862068965517241	6.89655172413793e-05
DNA repair	10	2	125	246	0.016	0.00813008130081301	6.50406504065041e-05
conjugation	10	1	125	124	0.008	0.00806451612903226	6.45161290322581e-05
RNA catabolic process	10	1	125	132	0.008	0.00757575757575758	6.06060606060606e-05
nucleobase-containing compound transport	10	1	125	138	0.008	0.0072463768115942	5.79710144927536e-05
sporulation	10	1	125	138	0.008	0.0072463768115942	5.79710144927536e-05
lipid metabolic process	10	2	125	287	0.016	0.00696864111498258	5.57491289198606e-05
meiotic cell cycle	10	2	125	287	0.016	0.00696864111498258	5.57491289198606e-05
RNA splicing	10	1	125	144	0.008	0.00694444444444444	5.55555555555556e-05
cellular response to DNA damage stimulus	10	2	125	299	0.016	0.00668896321070234	5.35117056856187e-05
cellular amino acid metabolic process	10	1	125	153	0.008	0.0065359477124183	5.22875816993464e-05
generation of precursor metabolites and energy	10	1	125	155	0.008	0.00645161290322581	5.16129032258065e-05
rRNA processing	10	2	125	311	0.016	0.00643086816720257	5.14469453376206e-05
chromatin organization	10	2	125	318	0.016	0.00628930817610063	5.0314465408805e-05
mitochondrial translation	10	1	125	167	0.008	0.00598802395209581	4.79041916167665e-05
translational elongation	10	2	125	334	0.016	0.00598802395209581	4.79041916167665e-05
protein modification by small protein conjugation or removal	10	1	125	170	0.008	0.00588235294117647	4.70588235294118e-05
RNA modification	10	1	125	172	0.008	0.00581395348837209	4.65116279069767e-05
cofactor metabolic process	10	1	125	178	0.008	0.00561797752808989	4.49438202247191e-05
cytoplasmic translation	10	1	125	179	0.008	0.00558659217877095	4.46927374301676e-05
protein phosphorylation	10	1	125	197	0.008	0.0050761421319797	4.06091370558376e-05
proteolysis involved in cellular protein catabolic process	10	1	125	216	0.008	0.00462962962962963	3.7037037037037e-05
peroxisome organization	9	11	123	50	0.0894308943089431	0.22	0.00178861788617886
protein modification by small protein conjugation or removal	9	9	123	170	0.0731707317073171	0.0529411764705882	0.000430416068866571
transmembrane transport	9	11	123	232	0.0894308943089431	0.0474137931034483	0.000385477992710962
protein targeting	9	14	123	309	0.113821138211382	0.0453074433656958	0.000368353198095088
protein dephosphorylation	9	2	123	49	0.016260162601626	0.0408163265306122	0.000331840053094409
monocarboxylic acid metabolic process	9	5	123	127	0.040650406504065	0.0393700787401575	0.00032008194097689
protein maturation	9	2	123	52	0.016260162601626	0.0384615384615385	0.000312695434646654
organelle inheritance	9	2	123	60	0.016260162601626	0.0333333333333333	0.0002710027100271
protein folding	9	3	123	95	0.024390243902439	0.0315789473684211	0.000256739409499358
oligosaccharide metabolic process	9	1	123	32	0.00813008130081301	0.03125	0.000254065040650407
cofactor metabolic process	9	5	123	178	0.040650406504065	0.0280898876404494	0.000228373070247556
pseudohyphal growth	9	2	123	74	0.016260162601626	0.027027027027027	0.000219731927049
proteolysis involved in cellular protein catabolic process	9	5	123	216	0.040650406504065	0.0231481481481481	0.000188196326407709
lipid metabolic process	9	5	123	287	0.040650406504065	0.0174216027874564	0.000141639047052491
nuclear transport	9	3	123	176	0.024390243902439	0.0170454545454545	0.000138580931263858
cellular ion homeostasis	9	2	123	125	0.016260162601626	0.016	0.000130081300813008
protein acylation	9	1	123	66	0.00813008130081301	0.0151515151515152	0.000123183050012318
nucleobase-containing compound transport	9	2	123	138	0.016260162601626	0.0144927536231884	0.000117827265229174
mitochondrion organization	9	6	123	425	0.0487804878048781	0.0141176470588235	0.000114777618364419
response to heat	9	1	123	71	0.00813008130081301	0.0140845070422535	0.000114508187335394
cellular amino acid metabolic process	9	2	123	153	0.016260162601626	0.0130718954248366	0.000106275572559647
mitotic cell cycle	9	4	123	328	0.032520325203252	0.0121951219512195	9.9147332936744e-05
cellular respiration	9	1	123	84	0.00813008130081301	0.0119047619047619	9.67866821525358e-05
response to osmotic stress	9	1	123	92	0.00813008130081301	0.0108695652173913	8.83704489218805e-05
endocytosis	9	1	123	98	0.00813008130081301	0.0102040816326531	8.29600132736021e-05
protein phosphorylation	9	2	123	197	0.016260162601626	0.0101522842639594	8.25388964549544e-05
response to oxidative stress	9	1	123	103	0.00813008130081301	0.00970873786407767	7.89328281632331e-05
ribosomal large subunit biogenesis	9	1	123	104	0.00813008130081301	0.00961538461538462	7.81738586616635e-05
regulation of protein modification process	9	1	123	110	0.00813008130081301	0.00909090909090909	7.3909830007391e-05
histone modification	9	1	123	114	0.00813008130081301	0.0087719298245614	7.13165026387106e-05
ribosomal small subunit biogenesis	9	1	123	135	0.00813008130081301	0.00740740740740741	6.02228244504667e-05
peptidyl-amino acid modification	9	1	123	151	0.00813008130081301	0.00662251655629139	5.38415980186292e-05
generation of precursor metabolites and energy	9	1	123	155	0.00813008130081301	0.00645161290322581	5.24521374246001e-05
chromatin organization	9	2	123	318	0.016260162601626	0.00628930817610063	5.11325867975661e-05
transcription from RNA polymerase II promoter	9	3	123	480	0.024390243902439	0.00625	5.08130081300813e-05
cytoplasmic translation	9	1	123	179	0.00813008130081301	0.00558659217877095	4.54194486078939e-05
nucleobase-containing small molecule metabolic process	9	1	123	198	0.00813008130081301	0.00505050505050505	4.10610166707728e-05
carbohydrate metabolic process	9	1	123	200	0.00813008130081301	0.005	4.0650406504065e-05
regulation of cell cycle	9	1	123	213	0.00813008130081301	0.00469483568075117	3.81693957784648e-05
cytoskeleton organization	9	1	123	232	0.00813008130081301	0.00431034482758621	3.50434538828147e-05
regulation of organelle organization	9	1	123	239	0.00813008130081301	0.00418410041841004	3.40170765724394e-05
cellular response to DNA damage stimulus	9	1	123	299	0.00813008130081301	0.00334448160535117	2.71909073605786e-05
rRNA processing	9	1	123	311	0.00813008130081301	0.00321543408360129	2.61417405170836e-05
ribosomal small subunit biogenesis	8	9	138	135	0.0652173913043478	0.0666666666666667	0.000483091787439614
cytoplasmic translation	8	10	138	179	0.072463768115942	0.0558659217877095	0.000404825520200793
regulation of DNA metabolic process	8	4	138	106	0.0289855072463768	0.0377358490566038	0.000273448181569593
DNA replication	8	5	138	139	0.036231884057971	0.0359712230215827	0.000260661036388281
cell morphogenesis	8	1	138	29	0.0072463768115942	0.0344827586206897	0.000249875062468766
ribosome assembly	8	2	138	59	0.0144927536231884	0.0338983050847458	0.000245639891918448
DNA recombination	8	6	138	179	0.0434782608695652	0.0335195530726257	0.000242895312120476
nucleobase-containing compound transport	8	4	138	138	0.0289855072463768	0.0289855072463768	0.000210039907582441
rRNA processing	8	9	138	311	0.0652173913043478	0.0289389067524116	0.000209702222843562
nuclear transport	8	5	138	176	0.036231884057971	0.0284090909090909	0.000205862977602108
DNA repair	8	6	138	246	0.0434782608695652	0.024390243902439	0.000176740897843761
regulation of transport	8	2	138	84	0.0144927536231884	0.0238095238095238	0.000172532781228433
vitamin metabolic process	8	1	138	43	0.0072463768115942	0.0232558139534884	0.000168520390967307
RNA catabolic process	8	3	138	132	0.0217391304347826	0.0227272727272727	0.000164690382081686
response to osmotic stress	8	2	138	92	0.0144927536231884	0.0217391304347826	0.000157529930686831
ribosomal subunit export from nucleus	8	1	138	46	0.0072463768115942	0.0217391304347826	0.000157529930686831
cellular response to DNA damage stimulus	8	6	138	299	0.0434782608695652	0.020066889632107	0.00014541224371092
response to oxidative stress	8	2	138	103	0.0144927536231884	0.0194174757281553	0.000140706345856198
organelle fission	8	5	138	296	0.036231884057971	0.0168918918918919	0.000122405013709362
cellular ion homeostasis	8	2	138	125	0.0144927536231884	0.016	0.000115942028985507
Golgi vesicle transport	8	3	138	190	0.0217391304347826	0.0157894736842105	0.00011441647597254
organelle assembly	8	2	138	131	0.0144927536231884	0.0152671755725191	0.00011063170704724
transcription from RNA polymerase I promoter	8	1	138	68	0.0072463768115942	0.0147058823529412	0.000106564364876385
DNA-templated transcription, initiation	8	1	138	71	0.0072463768115942	0.0140845070422535	0.000102061645233721
response to heat	8	1	138	71	0.0072463768115942	0.0140845070422535	0.000102061645233721
meiotic cell cycle	8	4	138	287	0.0289855072463768	0.0139372822299652	0.000100994798767863
telomere organization	8	1	138	78	0.0072463768115942	0.0128205128205128	9.29022668153103e-05
ion transport	8	2	138	162	0.0144927536231884	0.0123456790123457	8.94614421184469e-05
protein modification by small protein conjugation or removal	8	2	138	170	0.0144927536231884	0.0117647058823529	8.52514919011083e-05
RNA modification	8	2	138	172	0.0144927536231884	0.0116279069767442	8.42601954836535e-05
protein folding	8	1	138	95	0.0072463768115942	0.0105263157894737	7.627765064836e-05
lipid metabolic process	8	3	138	287	0.0217391304347826	0.0104529616724739	7.57460990758976e-05
transcription from RNA polymerase II promoter	8	5	138	480	0.036231884057971	0.0104166666666667	7.54830917874396e-05
endocytosis	8	1	138	98	0.0072463768115942	0.0102040816326531	7.39426205264715e-05
chromosome segregation	8	2	138	198	0.0144927536231884	0.0101010101010101	7.31957253696384e-05
endosomal transport	8	1	138	102	0.0072463768115942	0.00980392156862745	7.10429099175902e-05
ribosomal large subunit biogenesis	8	1	138	104	0.0072463768115942	0.00961538461538462	6.96767001114827e-05
chromatin organization	8	3	138	318	0.0217391304347826	0.00943396226415094	6.83620453923981e-05
regulation of cell cycle	8	2	138	213	0.0144927536231884	0.00938967136150235	6.80410968224808e-05
tRNA processing	8	1	138	109	0.0072463768115942	0.00917431192660551	6.64805212072863e-05
mitotic cell cycle	8	3	138	328	0.0217391304347826	0.00914634146341463	6.62778366914104e-05
regulation of organelle organization	8	2	138	239	0.0144927536231884	0.00836820083682008	6.06391364986963e-05
monocarboxylic acid metabolic process	8	1	138	127	0.0072463768115942	0.0078740157480315	5.7058085130663e-05
RNA splicing	8	1	138	144	0.0072463768115942	0.00694444444444444	5.03220611916264e-05
peptidyl-amino acid modification	8	1	138	151	0.0072463768115942	0.00662251655629139	4.79892504079086e-05
mRNA processing	8	1	138	170	0.0072463768115942	0.00588235294117647	4.26257459505541e-05
protein phosphorylation	8	1	138	197	0.0072463768115942	0.0050761421319797	3.6783638637534e-05
cell wall organization or biogenesis	8	1	138	198	0.0072463768115942	0.00505050505050505	3.65978626848192e-05
nucleobase-containing small molecule metabolic process	8	1	138	198	0.0072463768115942	0.00505050505050505	3.65978626848192e-05
carbohydrate metabolic process	8	1	138	200	0.0072463768115942	0.005	3.6231884057971e-05
transmembrane transport	8	1	138	232	0.0072463768115942	0.00431034482758621	3.12343828085957e-05
protein dephosphorylation	7	4	150	49	0.0266666666666667	0.0816326530612245	0.00054421768707483
cell budding	7	3	150	58	0.02	0.0517241379310345	0.000344827586206897
organelle inheritance	7	3	150	60	0.02	0.05	0.000333333333333333
lipid transport	7	3	150	68	0.02	0.0441176470588235	0.000294117647058824
pseudohyphal growth	7	3	150	74	0.02	0.0405405405405405	0.00027027027027027
protein modification by small protein conjugation or removal	7	6	150	170	0.04	0.0352941176470588	0.000235294117647059
DNA recombination	7	6	150	179	0.04	0.0335195530726257	0.000223463687150838
regulation of cell cycle	7	7	150	213	0.0466666666666667	0.0328638497652582	0.000219092331768388
