cluster	query_uniq1	query_ORF1
chromatin organization_GO_30_2	CDC7_tsq880	YDL017W
chromatin_GO_30_13	CDC7_tsq880	YDL017W
chromosome	CDC7_tsq880	YDL017W
chromosome_GO_30_9	CDC7_tsq880	YDL017W
DNA recombination	CDC7_tsq880	YDL017W
DNA recombination_GO_30_2	CDC7_tsq880	YDL017W
DNA repair	CDC7_tsq880	YDL017W
DNA repair_GO_30_1	CDC7_tsq880	YDL017W
DNA replication	CDC7_tsq880	YDL017W
DNA replication_GO_30_1	CDC7_tsq880	YDL017W
meiotic cell cycle	CDC7_tsq880	YDL017W
meiotic cell cycle_GO_30_4	CDC7_tsq880	YDL017W
mitotic cell cycle	CDC7_tsq880	YDL017W
mitotic cell cycle_GO_30_6	CDC7_tsq880	YDL017W
organelle fission	CDC7_tsq880	YDL017W
organelle fission_GO_30_5	CDC7_tsq880	YDL017W
peptidyl-amino acid modification	CDC7_tsq880	YDL017W
peptidyl-amino acid modification_GO_30_1	CDC7_tsq880	YDL017W
regulation of cell cycle	CDC7_tsq880	YDL017W
regulation of cell cycle_GO_30_3	CDC7_tsq880	YDL017W
regulation of organelle organization	CDC7_tsq880	YDL017W
regulation of organelle organization_GO_30_5	CDC7_tsq880	YDL017W
all_queries	CDC73_dma3477	YLR418C
all_queries_30_17	CDC73_dma3477	YLR418C
cell cycle	CDC73_dma3477	YLR418C
cellular response to DNA damage stimulus	CDC73_dma3477	YLR418C
cellular response to DNA damage stimulus_GO_30_2	CDC73_dma3477	YLR418C
chromatin	CDC73_dma3477	YLR418C
chromatin binding	CDC73_dma3477	YLR418C
chromatin binding_GO_30_1	CDC73_dma3477	YLR418C
chromatin organization	CDC73_dma3477	YLR418C
chromatin organization_GO_30_1	CDC73_dma3477	YLR418C
chromatin_GO_30_1	CDC73_dma3477	YLR418C
chromosome	CDC73_dma3477	YLR418C
chromosome_GO_30_6	CDC73_dma3477	YLR418C
DNA recombination	CDC73_dma3477	YLR418C
DNA recombination_GO_30_1	CDC73_dma3477	YLR418C
DNA repair	CDC73_dma3477	YLR418C
DNA repair_GO_30_3	CDC73_dma3477	YLR418C
DNA-templated transcription, elongation	CDC73_dma3477	YLR418C
DNA-templated transcription, elongation_GO_30_1	CDC73_dma3477	YLR418C
histone modification	CDC73_dma3477	YLR418C
histone modification_GO_30_1	CDC73_dma3477	YLR418C
metabolic	CDC73_dma3477	YLR418C
metabolic_GO_30_17	CDC73_dma3477	YLR418C
mRNA processing	CDC73_dma3477	YLR418C
mRNA processing_GO_30_2	CDC73_dma3477	YLR418C
peptidyl-amino acid modification	CDC73_dma3477	YLR418C
peptidyl-amino acid modification_GO_30_2	CDC73_dma3477	YLR418C
protein alkylation	CDC73_dma3477	YLR418C
protein alkylation_GO_30_1	CDC73_dma3477	YLR418C
protein modification by small protein conjugation or removal	CDC73_dma3477	YLR418C
protein modification by small protein conjugation or removal_GO_30_2	CDC73_dma3477	YLR418C
regulation of DNA metabolic process	CDC73_dma3477	YLR418C
regulation of DNA metabolic process_GO_30_2	CDC73_dma3477	YLR418C
regulation of protein modification process	CDC73_dma3477	YLR418C
regulation of protein modification process_GO_30_2	CDC73_dma3477	YLR418C
RNA processing	CDC73_dma3477	YLR418C
RNA processing_GO_30_5	CDC73_dma3477	YLR418C
transcription	CDC73_dma3477	YLR418C
transcription and mRNA processing	CDC73_dma3477	YLR418C
transcription and mRNA processing_GO_30_9	CDC73_dma3477	YLR418C
transcription factor activity, protein binding	CDC73_dma3477	YLR418C
transcription factor activity, protein binding_GO_30_1	CDC73_dma3477	YLR418C
transcription from RNA polymerase I promoter	CDC73_dma3477	YLR418C
transcription from RNA polymerase I promoter_GO_30_2	CDC73_dma3477	YLR418C
transcription from RNA polymerase II promoter	CDC73_dma3477	YLR418C
transcription from RNA polymerase II promoter_GO_30_2	CDC73_dma3477	YLR418C
transcription_GO_30_3	CDC73_dma3477	YLR418C
all_queries	CDC73_sn2051	YLR418C
all_queries_30_17	CDC73_sn2051	YLR418C
cell cycle	CDC73_sn2051	YLR418C
cellular response to DNA damage stimulus	CDC73_sn2051	YLR418C
cellular response to DNA damage stimulus_GO_30_2	CDC73_sn2051	YLR418C
chromatin	CDC73_sn2051	YLR418C
chromatin binding	CDC73_sn2051	YLR418C
chromatin binding_GO_30_1	CDC73_sn2051	YLR418C
chromatin organization	CDC73_sn2051	YLR418C
chromatin organization_GO_30_1	CDC73_sn2051	YLR418C
chromatin_GO_30_1	CDC73_sn2051	YLR418C
chromosome	CDC73_sn2051	YLR418C
chromosome_GO_30_6	CDC73_sn2051	YLR418C
DNA recombination	CDC73_sn2051	YLR418C
DNA recombination_GO_30_1	CDC73_sn2051	YLR418C
DNA repair	CDC73_sn2051	YLR418C
DNA repair_GO_30_3	CDC73_sn2051	YLR418C
DNA-templated transcription, elongation	CDC73_sn2051	YLR418C
DNA-templated transcription, elongation_GO_30_1	CDC73_sn2051	YLR418C
histone modification	CDC73_sn2051	YLR418C
histone modification_GO_30_1	CDC73_sn2051	YLR418C
metabolic	CDC73_sn2051	YLR418C
metabolic_GO_30_17	CDC73_sn2051	YLR418C
mRNA processing	CDC73_sn2051	YLR418C
mRNA processing_GO_30_2	CDC73_sn2051	YLR418C
peptidyl-amino acid modification	CDC73_sn2051	YLR418C
peptidyl-amino acid modification_GO_30_2	CDC73_sn2051	YLR418C
protein alkylation	CDC73_sn2051	YLR418C
protein alkylation_GO_30_1	CDC73_sn2051	YLR418C
protein modification by small protein conjugation or removal	CDC73_sn2051	YLR418C
protein modification by small protein conjugation or removal_GO_30_6	CDC73_sn2051	YLR418C
regulation of DNA metabolic process	CDC73_sn2051	YLR418C
regulation of DNA metabolic process_GO_30_2	CDC73_sn2051	YLR418C
regulation of protein modification process	CDC73_sn2051	YLR418C
regulation of protein modification process_GO_30_2	CDC73_sn2051	YLR418C
RNA processing	CDC73_sn2051	YLR418C
RNA processing_GO_30_5	CDC73_sn2051	YLR418C
transcription	CDC73_sn2051	YLR418C
transcription and mRNA processing	CDC73_sn2051	YLR418C
transcription and mRNA processing_GO_30_9	CDC73_sn2051	YLR418C
transcription factor activity, protein binding	CDC73_sn2051	YLR418C
transcription factor activity, protein binding_GO_30_1	CDC73_sn2051	YLR418C
transcription from RNA polymerase I promoter	CDC73_sn2051	YLR418C
transcription from RNA polymerase I promoter_GO_30_2	CDC73_sn2051	YLR418C
transcription from RNA polymerase II promoter	CDC73_sn2051	YLR418C
transcription from RNA polymerase II promoter_GO_30_2	CDC73_sn2051	YLR418C
transcription_GO_30_3	CDC73_sn2051	YLR418C
all_queries	CDC8_tsa22	YJR057W
all_queries_30_11	CDC8_tsa22	YJR057W
metabolic	CDC8_tsa22	YJR057W
metabolic_GO_30_11	CDC8_tsa22	YJR057W
nucleobase-containing small molecule metabolic process	CDC8_tsa22	YJR057W
nucleobase-containing small molecule metabolic process_GO_30_2	CDC8_tsa22	YJR057W
all_queries	CDC8_tsa407	YJR057W
all_queries_30_11	CDC8_tsa407	YJR057W
metabolic	CDC8_tsa407	YJR057W
metabolic_GO_30_11	CDC8_tsa407	YJR057W
nucleobase-containing small molecule metabolic process	CDC8_tsa407	YJR057W
nucleobase-containing small molecule metabolic process_GO_30_2	CDC8_tsa407	YJR057W
all_queries	CDC8_tsq22	YJR057W
all_queries_30_11	CDC8_tsq22	YJR057W
metabolic	CDC8_tsq22	YJR057W
metabolic_GO_30_11	CDC8_tsq22	YJR057W
nucleobase-containing small molecule metabolic process	CDC8_tsq22	YJR057W
nucleobase-containing small molecule metabolic process_GO_30_3	CDC8_tsq22	YJR057W
all_queries	CDC8_tsq407	YJR057W
all_queries_30_11	CDC8_tsq407	YJR057W
metabolic	CDC8_tsq407	YJR057W
metabolic_GO_30_11	CDC8_tsq407	YJR057W
nucleobase-containing small molecule metabolic process	CDC8_tsq407	YJR057W
nucleobase-containing small molecule metabolic process_GO_30_3	CDC8_tsq407	YJR057W
all_queries	CDD1_sn4334	YLR245C
all_queries_30_14	CDD1_sn4334	YLR245C
metabolic	CDD1_sn4334	YLR245C
metabolic_GO_30_14	CDD1_sn4334	YLR245C
nucleobase-containing small molecule metabolic process	CDD1_sn4334	YLR245C
nucleobase-containing small molecule metabolic process_GO_30_2	CDD1_sn4334	YLR245C
all_queries	CDH1_sn1667	YGL003C
budding	CDH1_sn1667	YGL003C
budding_GO_30_6	CDH1_sn1667	YGL003C
cell cycle	CDH1_sn1667	YGL003C
cell cycle_GO_30_8	CDH1_sn1667	YGL003C
chromatin	CDH1_sn1667	YGL003C
chromatin_GO_30_1	CDH1_sn1667	YGL003C
chromosome segregation	CDH1_sn1667	YGL003C
chromosome segregation_GO_30_2	CDH1_sn1667	YGL003C
cytoskeleton and microtubules	CDH1_sn1667	YGL003C
cytoskeleton and microtubules_GO_30_5	CDH1_sn1667	YGL003C
cytoskeleton organization	CDH1_sn1667	YGL003C
mitotic cell cycle	CDH1_sn1667	YGL003C
mitotic cell cycle_GO_30_6	CDH1_sn1667	YGL003C
organelle fission	CDH1_sn1667	YGL003C
protein modification by small protein conjugation or removal	CDH1_sn1667	YGL003C
protein modification by small protein conjugation or removal_GO_30_3	CDH1_sn1667	YGL003C
proteolysis involved in cellular protein catabolic process	CDH1_sn1667	YGL003C
proteolysis involved in cellular protein catabolic process_GO_30_3	CDH1_sn1667	YGL003C
regulation of cell cycle	CDH1_sn1667	YGL003C
regulation of cell cycle_GO_30_1	CDH1_sn1667	YGL003C
regulation of organelle organization	CDH1_sn1667	YGL003C
regulation of organelle organization_GO_30_5	CDH1_sn1667	YGL003C
regulation of protein modification process	CDH1_sn1667	YGL003C
all_queries	CDS1_tsa1063	YBR029C
all_queries_30_5	CDS1_tsa1063	YBR029C
cytoplasmic vesicle	CDS1_tsa1063	YBR029C
cytoplasmic vesicle_GO_30_3	CDS1_tsa1063	YBR029C
endomembrane system	CDS1_tsa1063	YBR029C
endomembrane system_GO_30_3	CDS1_tsa1063	YBR029C
endoplasmic reticulum	CDS1_tsa1063	YBR029C
endoplasmic reticulum_GO_30_9	CDS1_tsa1063	YBR029C
ER	CDS1_tsa1063	YBR029C
ER_GO_30_9	CDS1_tsa1063	YBR029C
Golgi and ER	CDS1_tsa1063	YBR029C
Golgi and ER_GO_30_13	CDS1_tsa1063	YBR029C
lipid metabolic process	CDS1_tsa1063	YBR029C
lipid metabolic process_GO_30_6	CDS1_tsa1063	YBR029C
lipids	CDS1_tsa1063	YBR029C
lipids_GO_30_4	CDS1_tsa1063	YBR029C
metabolic	CDS1_tsa1063	YBR029C
metabolic_GO_30_5	CDS1_tsa1063	YBR029C
nucleotidyltransferase activity	CDS1_tsa1063	YBR029C
nucleotidyltransferase activity_GO_30_2	CDS1_tsa1063	YBR029C
all_queries	CDS1_tsq1292	YBR029C
all_queries_30_5	CDS1_tsq1292	YBR029C
cytoplasmic vesicle	CDS1_tsq1292	YBR029C
cytoplasmic vesicle_GO_30_3	CDS1_tsq1292	YBR029C
endomembrane system	CDS1_tsq1292	YBR029C
endomembrane system_GO_30_3	CDS1_tsq1292	YBR029C
endoplasmic reticulum	CDS1_tsq1292	YBR029C
endoplasmic reticulum_GO_30_9	CDS1_tsq1292	YBR029C
ER	CDS1_tsq1292	YBR029C
ER_GO_30_9	CDS1_tsq1292	YBR029C
Golgi and ER	CDS1_tsq1292	YBR029C
Golgi and ER_GO_30_13	CDS1_tsq1292	YBR029C
lipid metabolic process	CDS1_tsq1292	YBR029C
lipid metabolic process_GO_30_6	CDS1_tsq1292	YBR029C
lipids	CDS1_tsq1292	YBR029C
lipids_GO_30_4	CDS1_tsq1292	YBR029C
metabolic	CDS1_tsq1292	YBR029C
metabolic_GO_30_5	CDS1_tsq1292	YBR029C
nucleotidyltransferase activity	CDS1_tsq1292	YBR029C
nucleotidyltransferase activity_GO_30_2	CDS1_tsq1292	YBR029C
all_queries	CEF1_tsa702	YMR213W
mRNA processing	CEF1_tsa702	YMR213W
mRNA processing_GO_30_1	CEF1_tsa702	YMR213W
RNA processing	CEF1_tsa702	YMR213W
RNA processing_GO_30_4	CEF1_tsa702	YMR213W
RNA splicing	CEF1_tsa702	YMR213W
RNA splicing_GO_30_1	CEF1_tsa702	YMR213W
transcription and mRNA processing	CEF1_tsa702	YMR213W
transcription and mRNA processing_GO_30_3	CEF1_tsa702	YMR213W
all_queries	CEF1_tsq702	YMR213W
mRNA processing	CEF1_tsq702	YMR213W
mRNA processing_GO_30_1	CEF1_tsq702	YMR213W
RNA processing	CEF1_tsq702	YMR213W
RNA processing_GO_30_4	CEF1_tsq702	YMR213W
RNA splicing	CEF1_tsq702	YMR213W
RNA splicing_GO_30_1	CEF1_tsq702	YMR213W
transcription and mRNA processing	CEF1_tsq702	YMR213W
transcription and mRNA processing_GO_30_6	CEF1_tsq702	YMR213W
all_queries	CEG1_tsa355	YGL130W
mRNA processing	CEG1_tsa355	YGL130W
mRNA processing_GO_30_2	CEG1_tsa355	YGL130W
nucleotidyltransferase activity	CEG1_tsa355	YGL130W
nucleotidyltransferase activity_GO_30_1	CEG1_tsa355	YGL130W
ribosomes and translation	CEG1_tsa355	YGL130W
ribosomes and translation_GO_30_14	CEG1_tsa355	YGL130W
RNA processing	CEG1_tsa355	YGL130W
RNA processing_GO_30_6	CEG1_tsa355	YGL130W
transcription	CEG1_tsa355	YGL130W
transcription and mRNA processing	CEG1_tsa355	YGL130W
transcription and mRNA processing_GO_30_9	CEG1_tsa355	YGL130W
transcription from RNA polymerase II promoter	CEG1_tsa355	YGL130W
transcription from RNA polymerase II promoter_GO_30_2	CEG1_tsa355	YGL130W
transcription_GO_30_5	CEG1_tsa355	YGL130W
tRNA processing	CEG1_tsa355	YGL130W
tRNA processing_GO_30_1	CEG1_tsa355	YGL130W
all_queries	CEG1_tsa94	YGL130W
mRNA processing	CEG1_tsa94	YGL130W
mRNA processing_GO_30_2	CEG1_tsa94	YGL130W
nucleotidyltransferase activity	CEG1_tsa94	YGL130W
nucleotidyltransferase activity_GO_30_1	CEG1_tsa94	YGL130W
ribosomes and translation	CEG1_tsa94	YGL130W
ribosomes and translation_GO_30_14	CEG1_tsa94	YGL130W
RNA processing	CEG1_tsa94	YGL130W
RNA processing_GO_30_6	CEG1_tsa94	YGL130W
transcription	CEG1_tsa94	YGL130W
transcription and mRNA processing	CEG1_tsa94	YGL130W
transcription and mRNA processing_GO_30_9	CEG1_tsa94	YGL130W
transcription from RNA polymerase II promoter	CEG1_tsa94	YGL130W
transcription from RNA polymerase II promoter_GO_30_2	CEG1_tsa94	YGL130W
transcription_GO_30_5	CEG1_tsa94	YGL130W
tRNA processing	CEG1_tsa94	YGL130W
tRNA processing_GO_30_1	CEG1_tsa94	YGL130W
all_queries	CEG1_tsq1073	YGL130W
mRNA processing	CEG1_tsq1073	YGL130W
mRNA processing_GO_30_2	CEG1_tsq1073	YGL130W
nucleotidyltransferase activity	CEG1_tsq1073	YGL130W
nucleotidyltransferase activity_GO_30_1	CEG1_tsq1073	YGL130W
ribosomes and translation	CEG1_tsq1073	YGL130W
ribosomes and translation_GO_30_14	CEG1_tsq1073	YGL130W
RNA processing	CEG1_tsq1073	YGL130W
RNA processing_GO_30_6	CEG1_tsq1073	YGL130W
transcription	CEG1_tsq1073	YGL130W
transcription and mRNA processing	CEG1_tsq1073	YGL130W
transcription and mRNA processing_GO_30_12	CEG1_tsq1073	YGL130W
transcription from RNA polymerase II promoter	CEG1_tsq1073	YGL130W
transcription from RNA polymerase II promoter_GO_30_1	CEG1_tsq1073	YGL130W
transcription_GO_30_13	CEG1_tsq1073	YGL130W
tRNA processing	CEG1_tsq1073	YGL130W
tRNA processing_GO_30_1	CEG1_tsq1073	YGL130W
all_queries	CEG1_tsq1079	YGL130W
mRNA processing	CEG1_tsq1079	YGL130W
mRNA processing_GO_30_2	CEG1_tsq1079	YGL130W
nucleotidyltransferase activity	CEG1_tsq1079	YGL130W
nucleotidyltransferase activity_GO_30_2	CEG1_tsq1079	YGL130W
ribosomes and translation	CEG1_tsq1079	YGL130W
ribosomes and translation_GO_30_12	CEG1_tsq1079	YGL130W
RNA processing	CEG1_tsq1079	YGL130W
RNA processing_GO_30_6	CEG1_tsq1079	YGL130W
transcription	CEG1_tsq1079	YGL130W
transcription and mRNA processing	CEG1_tsq1079	YGL130W
transcription and mRNA processing_GO_30_5	CEG1_tsq1079	YGL130W
transcription from RNA polymerase II promoter	CEG1_tsq1079	YGL130W
transcription from RNA polymerase II promoter_GO_30_10	CEG1_tsq1079	YGL130W
transcription_GO_30_14	CEG1_tsq1079	YGL130W
tRNA processing	CEG1_tsq1079	YGL130W
tRNA processing_GO_30_2	CEG1_tsq1079	YGL130W
all_queries	CEG1_tsq355	YGL130W
mRNA processing	CEG1_tsq355	YGL130W
mRNA processing_GO_30_2	CEG1_tsq355	YGL130W
nucleotidyltransferase activity	CEG1_tsq355	YGL130W
nucleotidyltransferase activity_GO_30_1	CEG1_tsq355	YGL130W
ribosomes and translation	CEG1_tsq355	YGL130W
ribosomes and translation_GO_30_14	CEG1_tsq355	YGL130W
RNA processing	CEG1_tsq355	YGL130W
RNA processing_GO_30_6	CEG1_tsq355	YGL130W
transcription	CEG1_tsq355	YGL130W
transcription and mRNA processing	CEG1_tsq355	YGL130W
transcription and mRNA processing_GO_30_12	CEG1_tsq355	YGL130W
transcription from RNA polymerase II promoter	CEG1_tsq355	YGL130W
transcription from RNA polymerase II promoter_GO_30_8	CEG1_tsq355	YGL130W
transcription_GO_30_13	CEG1_tsq355	YGL130W
tRNA processing	CEG1_tsq355	YGL130W
tRNA processing_GO_30_1	CEG1_tsq355	YGL130W
all_queries	CEG1_tsq358	YGL130W
mRNA processing	CEG1_tsq358	YGL130W
mRNA processing_GO_30_2	CEG1_tsq358	YGL130W
nucleotidyltransferase activity	CEG1_tsq358	YGL130W
nucleotidyltransferase activity_GO_30_1	CEG1_tsq358	YGL130W
ribosomes and translation	CEG1_tsq358	YGL130W
ribosomes and translation_GO_30_14	CEG1_tsq358	YGL130W
RNA processing	CEG1_tsq358	YGL130W
RNA processing_GO_30_6	CEG1_tsq358	YGL130W
transcription	CEG1_tsq358	YGL130W
transcription and mRNA processing	CEG1_tsq358	YGL130W
transcription and mRNA processing_GO_30_12	CEG1_tsq358	YGL130W
transcription from RNA polymerase II promoter	CEG1_tsq358	YGL130W
transcription from RNA polymerase II promoter_GO_30_1	CEG1_tsq358	YGL130W
transcription_GO_30_13	CEG1_tsq358	YGL130W
tRNA processing	CEG1_tsq358	YGL130W
tRNA processing_GO_30_1	CEG1_tsq358	YGL130W
all_queries	CEM1_dma1363	YER061C
all_queries_30_18	CEM1_dma1363	YER061C
lipid metabolic process	CEM1_dma1363	YER061C
lipid metabolic process_GO_30_3	CEM1_dma1363	YER061C
lipids	CEM1_dma1363	YER061C
lipids_GO_30_5	CEM1_dma1363	YER061C
metabolic	CEM1_dma1363	YER061C
metabolic_GO_30_18	CEM1_dma1363	YER061C
mitochondria and respiration	CEM1_dma1363	YER061C
mitochondria and respiration_GO_30_13	CEM1_dma1363	YER061C
mitochondrion	CEM1_dma1363	YER061C
mitochondrion_GO_30_3	CEM1_dma1363	YER061C
monocarboxylic acid metabolic process	CEM1_dma1363	YER061C
monocarboxylic acid metabolic process_GO_30_3	CEM1_dma1363	YER061C
all_queries	CEM1_sn2883	YER061C
all_queries_30_21	CEM1_sn2883	YER061C
lipid metabolic process	CEM1_sn2883	YER061C
lipid metabolic process_GO_30_3	CEM1_sn2883	YER061C
lipids	CEM1_sn2883	YER061C
lipids_GO_30_5	CEM1_sn2883	YER061C
metabolic	CEM1_sn2883	YER061C
metabolic_GO_30_21	CEM1_sn2883	YER061C
mitochondria and respiration	CEM1_sn2883	YER061C
mitochondria and respiration_GO_30_3	CEM1_sn2883	YER061C
mitochondrion	CEM1_sn2883	YER061C
mitochondrion_GO_30_4	CEM1_sn2883	YER061C
monocarboxylic acid metabolic process	CEM1_sn2883	YER061C
monocarboxylic acid metabolic process_GO_30_3	CEM1_sn2883	YER061C
all_queries	CEP3_tsa845	YMR168C
budding	CEP3_tsa845	YMR168C
budding_GO_30_5	CEP3_tsa845	YMR168C
cell cycle	CEP3_tsa845	YMR168C
cell cycle_GO_30_1	CEP3_tsa845	YMR168C
chromatin	CEP3_tsa845	YMR168C
chromatin_GO_30_12	CEP3_tsa845	YMR168C
chromosome	CEP3_tsa845	YMR168C
chromosome segregation	CEP3_tsa845	YMR168C
chromosome segregation_GO_30_3	CEP3_tsa845	YMR168C
chromosome_GO_30_2	CEP3_tsa845	YMR168C
cytoskeleton and microtubules	CEP3_tsa845	YMR168C
cytoskeleton and microtubules_GO_30_8	CEP3_tsa845	YMR168C
cytoskeleton organization	CEP3_tsa845	YMR168C
cytoskeleton organization_GO_30_6	CEP3_tsa845	YMR168C
mitotic cell cycle	CEP3_tsa845	YMR168C
mitotic cell cycle_GO_30_1	CEP3_tsa845	YMR168C
organelle assembly	CEP3_tsa845	YMR168C
organelle assembly_GO_30_4	CEP3_tsa845	YMR168C
organelle fission	CEP3_tsa845	YMR168C
organelle fission_GO_30_7	CEP3_tsa845	YMR168C
regulation of cell cycle	CEP3_tsa845	YMR168C
regulation of cell cycle_GO_30_4	CEP3_tsa845	YMR168C
regulation of organelle organization	CEP3_tsa845	YMR168C
regulation of organelle organization_GO_30_2	CEP3_tsa845	YMR168C
all_queries	CET1_tsa270	YPL228W
DNA-templated transcription, elongation	CET1_tsa270	YPL228W
DNA-templated transcription, elongation_GO_30_1	CET1_tsa270	YPL228W
mRNA processing	CET1_tsa270	YPL228W
mRNA processing_GO_30_2	CET1_tsa270	YPL228W
RNA processing	CET1_tsa270	YPL228W
RNA processing_GO_30_6	CET1_tsa270	YPL228W
transcription	CET1_tsa270	YPL228W
transcription and mRNA processing	CET1_tsa270	YPL228W
transcription and mRNA processing_GO_30_9	CET1_tsa270	YPL228W
transcription from RNA polymerase II promoter	CET1_tsa270	YPL228W
transcription from RNA polymerase II promoter_GO_30_2	CET1_tsa270	YPL228W
transcription_GO_30_5	CET1_tsa270	YPL228W
all_queries	CET1_tsq1115	YPL228W
DNA-templated transcription, elongation	CET1_tsq1115	YPL228W
DNA-templated transcription, elongation_GO_30_1	CET1_tsq1115	YPL228W
mRNA processing	CET1_tsq1115	YPL228W
mRNA processing_GO_30_2	CET1_tsq1115	YPL228W
RNA processing	CET1_tsq1115	YPL228W
RNA processing_GO_30_3	CET1_tsq1115	YPL228W
transcription	CET1_tsq1115	YPL228W
transcription and mRNA processing	CET1_tsq1115	YPL228W
transcription and mRNA processing_GO_30_26	CET1_tsq1115	YPL228W
transcription from RNA polymerase II promoter	CET1_tsq1115	YPL228W
transcription from RNA polymerase II promoter_GO_30_4	CET1_tsq1115	YPL228W
transcription_GO_30_3	CET1_tsq1115	YPL228W
all_queries	CET1_tsq420	YPL228W
DNA-templated transcription, elongation	CET1_tsq420	YPL228W
DNA-templated transcription, elongation_GO_30_1	CET1_tsq420	YPL228W
mRNA processing	CET1_tsq420	YPL228W
mRNA processing_GO_30_2	CET1_tsq420	YPL228W
RNA processing	CET1_tsq420	YPL228W
RNA processing_GO_30_1	CET1_tsq420	YPL228W
transcription	CET1_tsq420	YPL228W
transcription and mRNA processing	CET1_tsq420	YPL228W
transcription and mRNA processing_GO_30_13	CET1_tsq420	YPL228W
transcription from RNA polymerase II promoter	CET1_tsq420	YPL228W
transcription from RNA polymerase II promoter_GO_30_3	CET1_tsq420	YPL228W
transcription_GO_30_2	CET1_tsq420	YPL228W
all_queries	CEX1_dma4526	YOR112W
endomembrane system	CEX1_dma4526	YOR112W
endomembrane system_GO_30_15	CEX1_dma4526	YOR112W
nuclear transport	CEX1_dma4526	YOR112W
nuclear transport and organization	CEX1_dma4526	YOR112W
nuclear transport and organization_GO_30_6	CEX1_dma4526	YOR112W
nuclear transport_GO_30_1	CEX1_dma4526	YOR112W
nucleobase-containing compound transport	CEX1_dma4526	YOR112W
nucleobase-containing compound transport_GO_30_4	CEX1_dma4526	YOR112W
all_queries	CFD1_tsq1990	YIL003W
all_queries_30_5	CFD1_tsq1990	YIL003W
cofactor metabolic process	CFD1_tsq1990	YIL003W
cofactor metabolic process_GO_30_1	CFD1_tsq1990	YIL003W
metabolic	CFD1_tsq1990	YIL003W
metabolic_GO_30_5	CFD1_tsq1990	YIL003W
ribosomes and translation	CFD1_tsq1990	YIL003W
ribosomes and translation_GO_30_11	CFD1_tsq1990	YIL003W
RNA modification	CFD1_tsq1990	YIL003W
RNA modification_GO_30_2	CFD1_tsq1990	YIL003W
transcription and mRNA processing	CFD1_tsq1990	YIL003W
transcription and mRNA processing_GO_30_1	CFD1_tsq1990	YIL003W
tRNA processing	CFD1_tsq1990	YIL003W
tRNA processing_GO_30_2	CFD1_tsq1990	YIL003W
all_queries	CFD1_tsq1991	YIL003W
all_queries_30_5	CFD1_tsq1991	YIL003W
cofactor metabolic process	CFD1_tsq1991	YIL003W
cofactor metabolic process_GO_30_1	CFD1_tsq1991	YIL003W
metabolic	CFD1_tsq1991	YIL003W
metabolic_GO_30_5	CFD1_tsq1991	YIL003W
ribosomes and translation	CFD1_tsq1991	YIL003W
ribosomes and translation_GO_30_11	CFD1_tsq1991	YIL003W
RNA modification	CFD1_tsq1991	YIL003W
RNA modification_GO_30_2	CFD1_tsq1991	YIL003W
transcription and mRNA processing	CFD1_tsq1991	YIL003W
transcription and mRNA processing_GO_30_1	CFD1_tsq1991	YIL003W
tRNA processing	CFD1_tsq1991	YIL003W
tRNA processing_GO_30_2	CFD1_tsq1991	YIL003W
all_queries	CFD1_tsq1992	YIL003W
all_queries_30_5	CFD1_tsq1992	YIL003W
cofactor metabolic process	CFD1_tsq1992	YIL003W
cofactor metabolic process_GO_30_1	CFD1_tsq1992	YIL003W
metabolic	CFD1_tsq1992	YIL003W
metabolic_GO_30_5	CFD1_tsq1992	YIL003W
ribosomes and translation	CFD1_tsq1992	YIL003W
ribosomes and translation_GO_30_11	CFD1_tsq1992	YIL003W
RNA modification	CFD1_tsq1992	YIL003W
RNA modification_GO_30_2	CFD1_tsq1992	YIL003W
transcription and mRNA processing	CFD1_tsq1992	YIL003W
transcription and mRNA processing_GO_30_1	CFD1_tsq1992	YIL003W
tRNA processing	CFD1_tsq1992	YIL003W
tRNA processing_GO_30_2	CFD1_tsq1992	YIL003W
all_queries	CFT1_tsq1771	YDR301W
mitochondria and respiration	CFT1_tsq1771	YDR301W
mitochondria and respiration_GO_30_8	CFT1_tsq1771	YDR301W
mitochondrion	CFT1_tsq1771	YDR301W
mitochondrion_GO_30_13	CFT1_tsq1771	YDR301W
mRNA processing	CFT1_tsq1771	YDR301W
mRNA processing_GO_30_2	CFT1_tsq1771	YDR301W
RNA processing	CFT1_tsq1771	YDR301W
RNA processing_GO_30_6	CFT1_tsq1771	YDR301W
transcription	CFT1_tsq1771	YDR301W
transcription and mRNA processing	CFT1_tsq1771	YDR301W
transcription and mRNA processing_GO_30_1	CFT1_tsq1771	YDR301W
transcription from RNA polymerase II promoter	CFT1_tsq1771	YDR301W
transcription from RNA polymerase II promoter_GO_30_4	CFT1_tsq1771	YDR301W
transcription_GO_30_9	CFT1_tsq1771	YDR301W
all_queries	CFT2_tsa801	YLR115W
mRNA processing	CFT2_tsa801	YLR115W
mRNA processing_GO_30_2	CFT2_tsa801	YLR115W
RNA processing	CFT2_tsa801	YLR115W
RNA processing_GO_30_5	CFT2_tsa801	YLR115W
transcription and mRNA processing	CFT2_tsa801	YLR115W
transcription and mRNA processing_GO_30_20	CFT2_tsa801	YLR115W
all_queries	CFT2_tsq1458	YLR115W
mRNA processing	CFT2_tsq1458	YLR115W
mRNA processing_GO_30_2	CFT2_tsq1458	YLR115W
RNA processing	CFT2_tsq1458	YLR115W
